"Date","winner","loser"
2017-05-05,"Bravado","xTc"
2017-05-05,"GlockWork","BOOT"
2017-05-05,"Eclipse","UYA"
2017-05-05,"paiN","New4"
2017-05-05,"RONIN","Ventus"
2017-05-05,"Miami Flamingos","Just A Glimpse"
2017-05-05,"Cloud9","BiG MiSTAKE"
2017-05-05,"Cloud9","TeamOne"
2017-05-05,"Liquid","Synthetik"
2017-05-05,"Liquid","Hyper"
2017-05-05,"Netland","Ghost"
2017-05-05,"Epsilon","Ghost"
2017-05-05,"KoN Sweden","Immortals"
2017-05-05,"fnatic Academy","Immortals"
2017-05-05,"Monstars","TTFU"
2017-05-05,"Tricked","Pompa Black"
2017-05-06,"Broken Alliance","NYC"
2017-05-06,"Bushido Boyz","PainFuL"
2017-05-06,"Denial","Banishers"
2017-05-06,"k1ck","eGeneration"
2017-05-06,"BIG","ALTERNATE aTTaX"
2017-05-06,"Mask Off","Gorilla Core"
2017-05-06,"Outlaws","Sensei"
2017-05-06,"Energy","FlipSid3 Africa"
2017-05-06,"HellRaisers","Tricked"
2017-05-06,"eGeneration","FTW"
2017-05-06,"Outlaws","Sensei"
2017-05-06,"mousesports","Natus Vincere"
2017-05-06,"Exotic Island","FTW"
2017-05-06,"PENTA","Red Reserve"
2017-05-06,"HellRaisers","Envy"
2017-05-06,"FlipSid3 Africa","Exdee"
2017-05-06,"Invictus Aquilas","ARYO"
2017-05-06,"k1ck","FTW"
2017-05-06,"BIG","PANTHERS"
2017-05-06,"mousesports","Heroic"
2017-05-06,"k1ck","Exotic Island"
2017-05-06,"Singularity","Outlaws"
2017-05-06,"Tricked","G2"
2017-05-06,"LGD","FIVE"
2017-05-06,"JYP","UTM"
2017-05-06,"Energy","xTc"
2017-05-06,"Exotic Island","eGeneration"
2017-05-06,"ALTERNATE aTTaX","Planetkey"
2017-05-06,"EMP","AllGamers"
2017-05-06,"Nexus","Zero Respect"
2017-05-06,"FIVE","ZDM"
2017-05-06,"Natus Vincere","Misfits"
2017-05-06,"FaZe","Astralis"
2017-05-06,"Signature","Fire Dragoon"
2017-05-06,"Damage Control","Energy"
2017-05-06,"TYLOO","BOOT"
2017-05-06,"EMP","ZDM"
2017-05-06,"glassysky","MiTH"
2017-05-06,"Bravado","Exdee"
2017-05-06,"SK","OpTic"
2017-05-06,"Luminosity","Swole Patrol"
2017-05-06,"Immortals","Monstars"
2017-05-06,"Swole Patrol","SoCal Stars"
2017-05-06,"Tricked","roki"
2017-05-06,"Luminosity","TOP GUN"
2017-05-07,"Bpro","RESISTANCE"
2017-05-07,"Immortals","TOP GUN"
2017-05-07,"Playing Ducks","CAZ"
2017-05-07,"G2","Tricked"
2017-05-07,"Squared","Vatos Locos"
2017-05-07,"Nexus","Binary Dragons"
2017-05-07,"Misfits","Natus Vincere"
2017-05-07,"Space Soldiers","k1ck"
2017-05-07,"Nexus","Binary Dragons"
2017-05-07,"G2","Envy"
2017-05-07,"Bravado","Energy"
2017-05-07,"Nexus","Invictus Aquilas"
2017-05-07,"k1ck","AlienTech"
2017-05-07,"Outlaws","iGame.com"
2017-05-07,"Misfits","Heroic"
2017-05-07,"Recca","Sabertooth"
2017-05-07,"UYA","LGD"
2017-05-07,"EHOME","Wings"
2017-05-07,"Energy","Damage Control"
2017-05-07,"Space Soldiers","Exotic Island"
2017-05-07,"BOOT-d[S]","Mineski"
2017-05-07,"VG.Renascence","FIVE"
2017-05-07,"SK","FaZe"
2017-05-07,"ZDM","LGD"
2017-05-07,"Zero Respect","ARYO"
2017-05-07,"Bravado","Damage Control"
2017-05-07,"ZDM","HegemonyPerson"
2017-05-07,"TOP GUN","Swole Patrol"
2017-05-07,"Team Australia","Team UK"
2017-05-07,"Monstars","Denial"
2017-05-07,"TOP GUN","SoCal Stars"
2017-05-07,"RONIN","Just A Glimpse"
2017-05-07,"Ajax","InControl"
2017-05-07,"FakeOutNation","Lords SGG"
2017-05-07,"Trumps Anime","Evil Geniusez"
2017-05-08,"ACG","Quantum Bellator Fire"
2017-05-08,"HoP","Nexus"
2017-05-08,"RCTIC","Giants"
2017-05-08,"HoP","Nexus"
2017-05-08,"G2","HellRaisers"
2017-05-08,"Sensei","HoP"
2017-05-08,"Chrome","KPI"
2017-05-08,"Binary Dragons","Saltbae"
2017-05-08,"Binary Dragons","Saltbae"
2017-05-08,"HoP","Sensei"
2017-05-08,"G2","mousesports"
2017-05-08,"HellRaisers","Misfits"
2017-05-08,"TYLOO","ZDM"
2017-05-08,"Immortals","HegemonyPerson"
2017-05-08,"Monstars","LGD"
2017-05-08,"TTFU","Luminosity"
2017-05-08,"HoP","TOP GUN"
2017-05-08,"Luminosity","Shanghai Emperors"
2017-05-08,"ACG","Nexus"
2017-05-08,"HoP","Monstars"
2017-05-09,"Envy","LDLC"
2017-05-09,"GODSENT","Virtus.pro"
2017-05-09,"EnVyUs Academy","HAVU"
2017-05-09,"Outlaws","x6tence"
2017-05-09,"Envy","LDLC"
2017-05-09,"Dignitas","Team123"
2017-05-09,"ESG!","Klappskaft"
2017-05-09,"ALTERNATE aTTaX","midlertidig"
2017-05-09,"MAXISAUCISSE","Planetkey"
2017-05-09,"Virtus.pro","GODSENT"
2017-05-09,"passions","HSHC"
2017-05-09,"WASD","Robin Hood"
2017-05-09,"NiP","Envy"
2017-05-09,"Impossible","Quantum Bellator Fire"
2017-05-09,"Envy","NiP"
2017-05-09,"Singularity","Nexus"
2017-05-09,"ex-Manatee","Fury"
2017-05-09,"Outlaws","x6tence"
2017-05-09,"spray'n'pray","zARLANS"
2017-05-09,"New4","ViCi"
2017-05-09,"LGD","HegemonyPerson"
2017-05-09,"eXtatus","Netland"
2017-05-09,"TYLOO","New4"
2017-05-09,"TYLOO","HegemonyPerson"
2017-05-09,"Doxxa","FIVE"
2017-05-09,"LunatiK","TYLOO"
2017-05-09,"G2V","dans Ta yeule"
2017-05-09,"ESG!","Debut"
2017-05-09,"ALTERNATE aTTaX","Oserv"
2017-05-10,"Imperial","Sensei"
2017-05-10,"Heroic","Kinguin"
2017-05-10,"mousesports","G2"
2017-05-10,"passions","ALTERNATE aTTaX"
2017-05-10,"Dignitas","WASD"
2017-05-10,"fightclub","PRIDE"
2017-05-10,"Epsilon","dizLown"
2017-05-10,"G2","mousesports"
2017-05-10,"Heroic","Kinguin"
2017-05-10,"Squared","HoP"
2017-05-10,"Bpro","Shanghai Emperors"
2017-05-10,"Nexus","Sensei"
2017-05-10,"PRIDE","Outlaws"
2017-05-10,"Planetkey","Playing Ducks"
2017-05-10,"passions","MAXISAUCISSE"
2017-05-10,"fnatic","Virtus.pro"
2017-05-10,"FaZe","HellRaisers"
2017-05-10,"fightclub","Pompa Black"
2017-05-10,"WASD","Outlaws"
2017-05-10,"WySix","Nativ"
2017-05-10,"Nexus","Sensei"
2017-05-10,"fnatic","Virtus.pro"
2017-05-10,"unLucky","Wolsung"
2017-05-10,"HellRaisers","FaZe"
2017-05-10,"ALTERNATE aTTaX","EnVyUs Academy"
2017-05-10,"Dignitas","ESG!"
2017-05-10,"The Foundation","Animal Squad"
2017-05-10,"The Foundation","Animal Squad"
2017-05-10,"fnatic","Kinguin"
2017-05-10,"Binary Dragons","Sensei"
2017-05-10,"TTFU","Rogue Academy"
2017-05-10,"Outlaws","HoP"
2017-05-10,"fnatic","Kinguin"
2017-05-10,"Bpro","Fire Dragoon"
2017-05-10,"JYP","Mineski"
2017-05-10,"TYLOO","Impossible"
2017-05-10,"TYLOO","MiTH"
2017-05-10,"TYLOO","FIVE"
2017-05-10,"Renegades","HegemonyPerson"
2017-05-10,"Immortals","New4"
2017-05-10,"SK","Immortals"
2017-05-10,"SK","Renegades"
2017-05-10,"OpTic","Animal Squad"
2017-05-10,"Cloud9","Animal Squad"
2017-05-10,"OpTic","CLG"
2017-05-10,"Luminosity","NRG"
2017-05-10,"NRG","CLG"
2017-05-10,"Luminosity","The Foundation"
2017-05-10,"Luminosity","Cloud9"
2017-05-10,"Invictus Aquilas","The Foundation"
2017-05-10,"Luminosity","Immortals"
2017-05-10,"Bpro","RESISTANCE"
2017-05-10,"Imperial","Immortals"
2017-05-10,"Heroic","Tortues Ninja"
2017-05-11,"SK","Renegades"
2017-05-11,"Envy","Astralis"
2017-05-11,"G2","FaZe"
2017-05-11,"LDLC","Kinguin"
2017-05-11,"NiP","HellRaisers"
2017-05-11,"fnatic","mousesports"
2017-05-11,"North","Virtus.pro"
2017-05-11,"Renegades","SK"
2017-05-11,"Planetkey","DIVIZON"
2017-05-11,"KPI","Bpro"
2017-05-11,"LDLC","Kinguin"
2017-05-11,"Heroic","Natus Vincere"
2017-05-11,"Envy","Astralis"
2017-05-11,"NiP","HellRaisers"
2017-05-11,"Outlaws","PRIDE"
2017-05-11,"fnatic","mousesports"
2017-05-11,"North","Virtus.pro"
2017-05-11,"G2","FaZe"
2017-05-11,"HoP","Arcade"
2017-05-11,"x6tence","RCTIC"
2017-05-11,"ALTERNATE aTTaX","PANTHERS"
2017-05-11,"Outlaws","Pompa Black"
2017-05-11,"HoP","Arcade"
2017-05-11,"G2","Dignitas"
2017-05-11,"G2V","Pompa Black"
2017-05-11,"G2","Dignitas"
2017-05-11,"Imperial","Saltbae"
2017-05-11,"Binary Dragons","Outlaws"
2017-05-11,"Fury","Netland"
2017-05-11,"Envy","Virtus.pro"
2017-05-11,"Tengri","Sensei"
2017-05-11,"Imperial","Saltbae"
2017-05-11,"Virtus.pro","Envy"
2017-05-11,"Singularity","Epsilon"
2017-05-11,"Singularity","Defusekids"
2017-05-11,"Outlaws","Epsilon"
2017-05-11,"ex-Manatee","eXtatus"
2017-05-11,"Liquid","Cloud9"
2017-05-11,"NRG","The Foundation"
2017-05-11,"Morior Invictus","Hyper"
2017-05-11,"NRG","The Foundation"
2017-05-11,"Liquid","Cloud9"
2017-05-11,"Complexity","Rush"
2017-05-11,"OpTic","Luminosity"
2017-05-11,"OpTic","Luminosity"
2017-05-11,"Complexity","Rush"
2017-05-11,"SK","NRG"
2017-05-11,"Cloud9","CLG"
2017-05-11,"Cloud9","CLG"
2017-05-11,"RESISTANCE","TTFU"
2017-05-12,"KoN Sweden","KoN Norway"
2017-05-12,"KoN Norway","Alpha"
2017-05-12,"PANTHERS","EPG"
2017-05-12,"Imperial","KoN Denmark"
2017-05-12,"unLucky","DIVIZON"
2017-05-12,"KoN Denmark","Netland"
2017-05-12,"KoN Norway","TTFU"
2017-05-12,"LDLC","KoN Finland"
2017-05-12,"Mineski","KoN Iceland"
2017-05-12,"Binary Dragons","Kinguin"
2017-05-12,"ex-Manatee","Sabertooth"
2017-05-12,"Binary Dragons","eXtatus"
2017-05-12,"Tricked","Spirit Academy"
2017-05-12,"BOOT-d[S]","Zero Respect"
2017-05-12,"ViCi","Epsilon"
2017-05-12,"ViCi","UTM"
2017-05-12,"New4","UYA"
2017-05-12,"Flash","LGD"
2017-05-12,"EHOME","FIVE"
2017-05-12,"New4","wNv"
2017-05-12,"FIVE","EMP"
2017-05-12,"UYA","BOOT"
2017-05-12,"wNv","Eclipse.o"
2017-05-12,"Imperial","Eclipse"
2017-05-12,"Imperial","SP"
2017-05-12,"Flash","Sensei"
2017-05-12,"EHOME","Sensei"
2017-05-12,"EMP","Wings.V"
2017-05-12,"BOOT","AE"
2017-05-12,"ViCi","HegemonyPerson"
2017-05-12,"FIVE","ZDM"
2017-05-12,"UYA","VG.Renascence"
2017-05-12,"BiG MiSTAKE","NGA"
2017-05-12,"Cloud9","HG"
2017-05-12,"Liquid","LunatiK"
2017-05-12,"CLG","NRG"
2017-05-12,"Immortals","Luminosity"
2017-05-12,"Doxxa","SK"
2017-05-12,"OpTic","Misfits"
2017-05-12,"Renegades","Synthetik"
2017-05-12,"Renegades","Complexity"
2017-05-12,"Liquid","Rush"
2017-05-12,"NRG","Rush"
2017-05-12,"CLG","Luminosity"
2017-05-12,"Complexity","Cloud9"
2017-05-12,"Immortals","SK"
2017-05-12,"NRG","OpTic"
2017-05-12,"SK","Misfits"
2017-05-12,"Natus Vincere","SK"
2017-05-12,"KoN Sweden","NRG"
2017-05-12,"KoN Norway","Heroic"
2017-05-13,"GODSENT","Dark Sided"
2017-05-13,"Bpro","Netland"
2017-05-13,"CLG","Miami Flamingos"
2017-05-13,"NRG","Bushido Boyz"
2017-05-13,"FakeOutNation","Guerrilla Tactics"
2017-05-13,"XANTARES & Calyx","niko & JUGi"
2017-05-13,"Luminosity","Rush"
2017-05-13,"Imperial","RESISTANCE"
2017-05-13,"Mask Off","Ajax"
2017-05-13,"Broken Alliance","RONIN"
2017-05-13,"Misfits","Eclipse"
2017-05-13,"paiN","Ghost"
2017-05-13,"Complexity","Trumps Anime"
2017-05-13,"Immortals","Liquid"
2017-05-13,"ALTERNATE aTTaX","PANTHERS"
2017-05-13,"hittasista","Flaxbanan"
2017-05-13,"Binary Dragons","Squared"
2017-05-13,"Outlaws","Vatos Locos"
2017-05-13,"BIG","Splyce"
2017-05-13,"Invictus Aquilas","Shanghai Emperors"
2017-05-13,"rain & NiKo","cajunb & aizy"
2017-05-13,"Nexus","Playing Ducks"
2017-05-13,"Miami Flamingos","FakeOutNation"
2017-05-13,"Eclipse","RONIN"
2017-05-13,"Bushido Boyz","Complexity"
2017-05-13,"Luminosity","Ajax"
2017-05-13,"Rush","Mask Off"
2017-05-13,"CLG","Guerrilla Tactics"
2017-05-13,"Misfits","Broken Alliance"
2017-05-13,"NRG","Trumps Anime"
2017-05-13,"Dark Sided","Enigma6"
2017-05-13,"CLG","OpTic"
2017-05-13,"PopcornPlokker$","Skillnaden"
2017-05-13,"XANTARES & Calyx","shox & kennyS"
2017-05-13,"PENTA","GODSENT"
2017-05-13,"Nexus","Imperial"
2017-05-13,"niko & JUGi","Happy & ScreaM"
2017-05-13,"BIG","Ghost"
2017-05-13,"Singularity","Tricked"
2017-05-13,"Nexus","Imperial"
2017-05-13,"Budapest Corvini","EPG"
2017-05-13,"Impossible","Outlaws"
2017-05-13,"Splyce","Zero Respect"
2017-05-13,"cajunb & aizy","spray'n'pray"
2017-05-13,"PENTA","paiN"
2017-05-13,"rain & NiKo","juliano & zAAz"
2017-05-13,"Outlaws","Enigma6"
2017-05-13,"ViCi","seized & s1mple"
2017-05-13,"GODSENT","Tricked"
2017-05-13,"glassysky","New4"
2017-05-13,"Flash","Dark Sided"
2017-05-13,"Planetkey","UTM"
2017-05-13,"Immortals","EHOME"
2017-05-13,"ALTERNATE aTTaX","MiTH"
2017-05-13,"hittasista","Signature"
2017-05-13,"Binary Dragons","ALTERNATE aTTaX"
2017-05-14,"CLG","Bushido Boyz"
2017-05-14,"PENTA","BIG"
2017-05-14,"cajunb & aizy","XANTARES & Calyx"
2017-05-14,"Complexity","Eclipse"
2017-05-14,"MAKEMiSTAKE","GoodJob"
2017-05-14,"Evolution","Kungar"
2017-05-14,"Luminosity","Mask Off"
2017-05-14,"SK","Immortals"
2017-05-14,"LOG","Vengeance"
2017-05-14,"teamasd","Execution"
2017-05-14,"Misfits","CLG"
2017-05-14,"Binary Dragons","Nexus"
2017-05-14,"Mask Off","Miami Flamingos"
2017-05-14,"NRG","Luminosity"
2017-05-14,"XANTARES & Calyx","rain & NiKo"
2017-05-14,"Complexity","Broken Alliance"
2017-05-14,"Eclipse","FakeOutNation"
2017-05-14,"Bushido Boyz","Rush"
2017-05-14,"BIG","GODSENT"
2017-05-14,"shox & kennyS","cajunb & aizy"
2017-05-14,"shox & kennyS","rain & NiKo"
2017-05-14,"cajunb & aizy","XANTARES & Calyx"
2017-05-14,"PENTA","Splyce"
2017-05-14,"Flash","ViCi"
2017-05-14,"shox & kennyS","niko & JUGi"
2017-05-14,"cajunb & aizy","Chiefs"
2017-05-14,"Recca","Legacy"
2017-05-14,"shox & kennyS","seized & s1mple"
2017-05-14,"seized & s1mple","Grayhound"
2017-05-14,"Cloud9","AVANT"
2017-05-14,"Splyce","JYP"
2017-05-14,"PopcornPlokker$","Happy & ScreaM"
2017-05-14,"SK","juliano & zAAz"
2017-05-14,"Planetkey","NRG"
2017-05-14,"CLG","paiN"
2017-05-14,"PENTA","hittasista"
2017-05-14,"cajunb & aizy","Luminosity"
2017-05-14,"Complexity","ALTERNATE aTTaX"
2017-05-15,"Nexus","Vatos Locos"
2017-05-15,"iGame.com","Forcebuy"
2017-05-15,"En av de lette","eXtatus"
2017-05-15,"Outlaws","HAVU"
2017-05-15,"Planetkey","Team123"
2017-05-15,"AliGon","WySix"
2017-05-15,"MeMyself&I","KPI"
2017-05-15,"OPAA","Fantazerbl"
2017-05-15,"PRIDE","Eastern Vikings"
2017-05-15,"Binary Dragons","Impossible"
2017-05-15,"Nexus","Arcade"
2017-05-15,"Outlaws","Chrome"
2017-05-15,"PRIDE","Singularity"
2017-05-15,"HoP","Saltbae"
2017-05-15,"eXtatus","Fury"
2017-05-15,"HoP","Saltbae"
2017-05-15,"Funky Monkeys","Fire Dragoon"
2017-05-15,"Cloud9","BOOT-d[S]"
2017-05-15,"Cloud9","Athletico"
2017-05-15,"shox & kennyS","SK"
2017-05-15,"Nexus","CLG"
2017-05-15,"iGame.com","cajunb & aizy"
2017-05-16,"BIG","Virtus.pro"
2017-05-16,"RESISTANCE","Shanghai Emperors"
2017-05-16,"Sensei","Invictus Aquilas"
2017-05-16,"iNETKOXTV","x6tence"
2017-05-16,"Outlaws","En av de lette"
2017-05-16,"Astralis","Envy"
2017-05-16,"iGame.com","PRIDE"
2017-05-16,"Imperial","passions"
2017-05-16,"Astralis","Envy"
2017-05-16,"Tengri","LOG"
2017-05-16,"Spirit Academy","EPG"
2017-05-16,"unLucky","Impossible"
2017-05-16,"Evolution","Quantum Bellator Fire"
2017-05-16,"Binary Dragons","Budapest Corvini"
2017-05-16,"iGame.com","MeMyself&I"
2017-05-16,"EURONICS","HAVU"
2017-05-16,"fnatic","Dignitas"
2017-05-16,"pro100","zARLANS"
2017-05-16,"Outlaws","AliGon"
2017-05-16,"En av de lette","Planetkey"
2017-05-16,"fnatic","Dignitas"
2017-05-16,"HellRaisers","PENTA"
2017-05-16,"Spirit","teamasd"
2017-05-16,"PRIDE","OPAA"
2017-05-16,"K29","Hala Ares"
2017-05-16,"Spartak","spray'n'pray"
2017-05-16,"Outlaws","Saltbae"
2017-05-16,"Vega Squadron","NOVA"
2017-05-16,"Saltbae","Outlaws"
2017-05-16,"Nexus","Budapest Corvini"
2017-05-16,"Outlaws","Rogue Academy"
2017-05-16,"VG.Renascence","EHOME"
2017-05-16,"ViCi","LGD"
2017-05-16,"BOOT","AllGamers"
2017-05-16,"bamboozled","GlockWork"
2017-05-16,"Eclipse","Miami Flamingos"
2017-05-16,"Morior Invictus","BiG MiSTAKE"
2017-05-16,"Forcebuy","Outlaws"
2017-05-16,"Bpro","Invictus Aquilas"
2017-05-17,"Outlaws","Arcade"
2017-05-17,"passions","iNETKOXTV"
2017-05-17,"FaZe","Envy"
2017-05-17,"Arcade","Sensei"
2017-05-17,"Bpro","TTFU"
2017-05-17,"Planetkey","Invictus Aquilas"
2017-05-17,"FaZe","Envy"
2017-05-17,"Binary Dragons","Space Academy"
2017-05-17,"Singularity","Epsilon"
2017-05-17,"passions","x6tence"
2017-05-17,"eXtatus","ALTERNATE aTTaX"
2017-05-17,"Sensei","Arcade"
2017-05-17,"Tengri","pro100"
2017-05-17,"Astralis","Dignitas"
2017-05-17,"Spirit Academy","Evolution"
2017-05-17,"ALTERNATE aTTaX","Space Academy"
2017-05-17,"Binary Dragons","Outlaws"
2017-05-17,"Astralis","Dignitas"
2017-05-17,"PENTA","Virtus.pro"
2017-05-17,"Singularity","Red Reserve"
2017-05-17,"Bpro","ENCE"
2017-05-17,"Outlaws","Binary Dragons"
2017-05-17,"iGame.com","Alpha"
2017-05-17,"Spartak","Vega Squadron"
2017-05-17,"Binary Dragons","ex-Manatee"
2017-05-17,"G2V","Nexus"
2017-05-17,"Tengri","North Academy"
2017-05-17,"eXtatus","Bpro"
2017-05-17,"Enigma6","The Foundation"
2017-05-17,"Renegades","Liquid"
2017-05-17,"Liquid","Renegades"
2017-05-17,"Rush","Ghost"
2017-05-17,"Cloud9","OpTic"
2017-05-17,"OpTic","Cloud9"
2017-05-17,"Imperial","iNETKOXTV"
2017-05-18,"LDLC","Outlaws"
2017-05-18,"iGame.com","Heroic"
2017-05-18,"Space Soldiers","North Academy"
2017-05-18,"fnatic Academy","Kinguin"
2017-05-18,"PENTA","BIG"
2017-05-18,"Envy","Tricked"
2017-05-18,"HoP","Vatos Locos"
2017-05-18,"GODSENT","fnatic"
2017-05-18,"Sensei","TTFU"
2017-05-18,"LDLC","North Academy"
2017-05-18,"Tricked","Dignitas"
2017-05-18,"PENTA","fnatic Academy"
2017-05-18,"Heroic","Epsilon"
2017-05-18,"Envy","Outlaws"
2017-05-18,"BIG","iGame.com"
2017-05-18,"Kinguin","Space Soldiers"
2017-05-18,"Red Reserve","NiP"
2017-05-18,"Singularity","KPI"
2017-05-18,"Quantum Bellator Fire","EPG"
2017-05-18,"Nexus","Saltbae"
2017-05-18,"fnatic","GODSENT"
2017-05-18,"LOG","zARLANS"
2017-05-18,"BIG","North Academy"
2017-05-18,"Nexus","Saltbae"
2017-05-18,"Epsilon","G2V"
2017-05-18,"Envy","Red Reserve"
2017-05-18,"PENTA","Epsilon"
2017-05-18,"fnatic Academy","LDLC"
2017-05-18,"Binary Dragons","eXtatus"
2017-05-18,"Tricked","Space Soldiers"
2017-05-18,"Dignitas","Kinguin"
2017-05-18,"iGame.com","NiP"
2017-05-18,"Outlaws","Heroic"
2017-05-18,"FaZe","G2"
2017-05-18,"Spirit","K29"
2017-05-18,"BIG","PENTA"
2017-05-18,"NOVA","spray'n'pray"
2017-05-18,"KPI","x6tence"
2017-05-18,"FaZe","G2"
2017-05-18,"Binary Dragons","Imperial"
2017-05-18,"Imperial","Binary Dragons"
2017-05-18,"Forcebuy","Alpha"
2017-05-18,"VG.Renascence","UYA"
2017-05-18,"TYLOO","ViCi"
2017-05-18,"New4","EMP"
2017-05-18,"Eclipse","BOOT"
2017-05-18,"Miami Flamingos","Morior Invictus"
2017-05-18,"Enigma6","Rush"
2017-05-18,"Immortals","NRG"
2017-05-18,"NRG","Immortals"
2017-05-18,"Cloud9","Renegades"
2017-05-18,"Ghost","The Foundation"
2017-05-18,"Cloud9","Renegades"
2017-05-18,"HellRaisers","BIG"
2017-05-18,"Outlaws","Arcade"
2017-05-19,"Shanghai Emperors","Netland"
2017-05-19,"Imperial","TTFU"
2017-05-19,"KoN Sweden","KoN Denmark"
2017-05-19,"Kinguin","Tricked"
2017-05-19,"KoN Denmark","KoN Norway"
2017-05-19,"Dignitas","Space Soldiers"
2017-05-19,"fnatic Academy","Heroic"
2017-05-19,"pro100","LOG"
2017-05-19,"Quantum Bellator Fire","Evolution"
2017-05-19,"KoN Norway","KoN Iceland"
2017-05-19,"Kinguin","Outlaws"
2017-05-19,"iGame.com","Tricked"
2017-05-19,"LDLC","Dignitas"
2017-05-19,"BIG","fnatic Academy"
2017-05-19,"Nexus","eXtatus"
2017-05-19,"KoN Denmark","KoN Finland"
2017-05-19,"Space Soldiers","NiP"
2017-05-19,"Heroic","Red Reserve"
2017-05-19,"Natus Vincere","Virtus.pro"
2017-05-19,"K29","teamasd"
2017-05-19,"Vega Squadron","NOVA"
2017-05-19,"Forcebuy","Nexus"
2017-05-19,"Luminosity","Ghost"
2017-05-19,"bamboozled","Doxxa"
2017-05-19,"Luminosity","Ghost"
2017-05-19,"Ghost","Rush"
2017-05-19,"Immortals","OpTic"
2017-05-19,"Outlaws","Budapest Corvini"
2017-05-19,"OpTic","Immortals"
2017-05-19,"NiP","Epsilon"
2017-05-19,"Dignitas","Red Reserve"
2017-05-20,"Sensei","Netland"
2017-05-20,"CLG","Renegades"
2017-05-20,"Imperial","Invictus Aquilas"
2017-05-20,"Planetkey","EURONICS"
2017-05-20,"Nordic Warthogs","Temp.no"
2017-05-20,"Nexus","Squared"
2017-05-20,"ajukreizi","eXtatus"
2017-05-20,"GreyFace","Dead Pixels"
2017-05-20,"Misfits","Splyce"
2017-05-20,"Team123","WhoCares"
2017-05-20,"PRIDE","OmFmike"
2017-05-20,"Vatos Locos","Budapest Corvini"
2017-05-20,"Renegades","Complexity"
2017-05-20,"GameplayDNA","EoN"
2017-05-20,"Dead Pixels","Noobs Gone Wild"
2017-05-20,"WhoCares","EnVyUs Academy"
2017-05-20,"ajukreizi","FMESPORTS"
2017-05-20,"eXtatus","HAVU"
2017-05-20,"OmFmike","Fantazerbl"
2017-05-20,"GreyFace","Binary Dragons"
2017-05-20,"Team123","Spartak"
2017-05-20,"PRIDE","cheater$"
2017-05-20,"Tundra","Kinguin"
2017-05-20,"BIG","FlipSid3"
2017-05-20,"Space Soldiers","Outlaws"
2017-05-20,"Dignitas","K29"
2017-05-20,"Nexus","Budapest Corvini"
2017-05-20,"EoN","Bleiz"
2017-05-20,"AVANT","Athletico"
2017-05-20,"GameplayDNA","PUGGODS"
2017-05-20,"AVANT","Legacy"
2017-05-20,"Athletico","Funky Monkeys"
2017-05-20,"Alpha","Outlaws"
2017-05-21,"GAMERZ BLUE","GAMERZ RED"
2017-05-21,"CLG","mouseSpaz"
2017-05-21,"Space Soldiers","GODSENT"
2017-05-21,"Team123","Red Reserve"
2017-05-21,"Singularity","PRIDE"
2017-05-21,"Heroic","Dignitas"
2017-05-21,"aesthetic","asd123"
2017-05-21,"Imperial","Arcade"
2017-05-21,"Red Reserve","GreyFace"
2017-05-21,"PRIDE","Epsilon"
2017-05-21,"Imperial","Arcade"
2017-05-21,"GODSENT","Tundra"
2017-05-21,"Team123","North Academy"
2017-05-21,"Space Soldiers","Envy"
2017-05-21,"Singularity","ajukreizi"
2017-05-21,"asd123","chupakabras"
2017-05-21,"aesthetic","Online pro"
2017-05-21,"Heroic","BIG"
2017-05-21,"Dignitas","Tricked"
2017-05-21,"Chiefs","Dark Sided"
2017-05-21,"AVANT","Legacy"
2017-05-21,"Legacy","Athletico"
2017-05-21,"Liquid","CLG"
2017-05-21,"Liquid","Misfits"
2017-05-21,"Legacy","Funky Monkeys"
2017-05-21,"ownage","Ajax"
2017-05-21,"Complexity","Jaguar"
2017-05-21,"NRG","Bushido Boyz"
2017-05-21,"mouseSpaz","Mythic"
2017-05-22,"Fragsters","Red Reserve"
2017-05-22,"RESISTANCE","Netland"
2017-05-22,"Singularity","Outlaws"
2017-05-22,"Gott & Blandat","CAI"
2017-05-22,"KPI","Chrome"
2017-05-22,"ex-Manatee","EURONICS"
2017-05-22,"Atleterna","Pansarvagn"
2017-05-22,"RESISTANCE","Sensei"
2017-05-22,"Binary Dragons","Vatos Locos"
2017-05-22,"Invictus Aquilas","Netland"
2017-05-22,"PENTA","Red Reserve"
2017-05-22,"Outlaws","PENTA"
2017-05-22,"CLG","Renegades"
2017-05-22,"CLG","Luminosity"
2017-05-22,"Renegades","ownage"
2017-05-22,"ownage","Misfits"
2017-05-22,"Luminosity","NRG"
2017-05-22,"Bpro","Sensei"
2017-05-22,"Singularity","Team123"
2017-05-22,"Renegades","Complexity"
2017-05-23,"GODSENT","NiP"
2017-05-23,"Fragsters","EaV"
2017-05-23,"Outlaws","Nexus"
2017-05-23,"NiP","GODSENT"
2017-05-23,"North Academy","ajukreizi"
2017-05-23,"Planetkey","Bpro"
2017-05-23,"Binary Dragons","Sensei"
2017-05-23,"Binary Dragons","Sensei"
2017-05-23,"fnatic","Astralis"
2017-05-23,"Fragsters","Alpha"
2017-05-23,"Competitive","EaV"
2017-05-23,"Astralis","fnatic"
2017-05-23,"EaV","Fragsters"
2017-05-23,"Competitive","Alpha"
2017-05-23,"Binary Dragons","HoP"
2017-05-23,"WASD","x6tence"
2017-05-23,"Outlaws","Squared"
2017-05-23,"eXtatus","unLucky"
