"Date","winner","loser"
2016-03-12,"G2","Virtus.pro"
2016-03-12,"Virtus.pro","G2"
2016-03-12,"dreamWorks ","TShow"
2016-03-12,"Envy","Astralis"
2016-03-12,"GameAgents","n1ce"
2016-03-12,"Astralis","Envy"
2016-03-12,"TDJSF","ENCE"
2016-03-12,"PENTA","demonlaget"
2016-03-12,"Preparation","HellRaisers"
2016-03-12,"Ancient","Orbit"
2016-03-12,"eSuba","BFFsIRL"
2016-03-12,"CPH Wolves","Platinium"
2016-03-12,"Gambit","AliGon"
2016-03-12,"Chosen5","LDLC Blue"
2016-03-12,"xqR","TitaNs"
2016-03-12,"EDG","EMC"
2016-03-12,"dream[S]cape","Mineski"
2016-03-12,"Threats","7GU6"
2016-03-12,"Risky","Long Live Democracy"
2016-03-12,"Savage Wolves","Mahameru"
2016-03-12,"MVP Project","T5"
2016-03-12,"Signature","MiTH"
2016-03-13,"OpTic","Complexity"
2016-03-13,"fnatic","mousesports"
2016-03-13,"LDDM","TSG"
2016-03-13,"G2","FlipSid3"
2016-03-13,"BigGods","Crashers"
2016-03-13,"Publiclir.se","nerdRage"
2016-03-13,"G2","FlipSid3"
2016-03-13,"Innova","Perrinho Sin Colinha"
2016-03-13,"FlipSid3","Ancient"
2016-03-13,"Astralis","SK"
2016-03-13,"k1ck","Galatics"
2016-03-13,"Astralis","SK"
2016-03-13,"G2","CPH Wolves"
2016-03-13,"TYLOO","VG.CyberZen"
2016-03-13,"gBots","Galatics"
2016-03-13,"mousesports","noKappa"
2016-03-13,"CSGL","Dignitas"
2016-03-13,"FlipSid3","Preparation"
2016-03-13,"Ancient","SK"
2016-03-13,"noKappa","Gambit"
2016-03-13,"G2","eSuba"
2016-03-13,"CPH Wolves","E-frag.net"
2016-03-13,"CSGL","PENTA"
2016-03-13,"VG.CyberZen","Signature"
2016-03-13,"TYLOO","Immunity"
2016-03-13,"mousesports","Chosen5"
2016-03-13,"Dignitas","TDJSF"
2016-03-13,"Immunity","inchk1ng"
2016-03-13,"Signature","TheMongolz"
2016-03-13,"TYLOO","MVP.karnal"
2016-03-13,"VG.CyberZen","Legacy"
2016-03-13,"Immunity","xqR"
2016-03-13,"MVP.karnal","MVP Project"
2016-03-13,"inchk1ng","Risky"
2016-03-13,"VG.CyberZen","Threats"
2016-03-13,"Legacy","EDG"
2016-03-13,"TYLOO","dream[S]cape"
2016-03-13,"Signature","nxl"
2016-03-13,"TheMongolz","Savage Wolves"
2016-03-13,"Renegades","OpTic"
2016-03-13,"OpTic","Renegades"
2016-03-13,"INTZ","DEMONIO"
2016-03-13,"Cloud9","Complexity"
2016-03-13,"Cloud9","Complexity"
2016-03-13,"dreamWorks ","rEAK"
2016-03-13,"NRG","KKona"
2016-03-13,"NRG","KKona"
2016-03-13,"INTZ","ProGaming"
2016-03-13,"FaZe","SK"
2016-03-13,"DEMONIO","Apoka Academics"
2016-03-14,"CSGL","FlipSid3"
2016-03-14,"mousesports","Imperio Multimedia"
2016-03-14,"ENCE","k1ck"
2016-03-14,"Gambit","G2"
2016-03-14,"noKappa","Method"
2016-03-14,"E-frag.net","Alter Your Ego"
2016-03-14,"ANOX","XPC"
2016-03-14,"FlipSid3","k1ck"
2016-03-14,"XPC","Space Jam"
2016-03-14,"noKappa","ENCE"
2016-03-14,"Selfless","CSGL"
2016-03-14,"Cloud9","Empire"
2016-03-14,"CSGL","Cloud9"
2016-03-14,"mousesports","Selfless"
2016-03-14,"Renegades","KKona"
2016-03-14,"CNB","LDDM"
2016-03-14,"Renegades","KKona"
2016-03-14,"OpTic","Complexity"
2016-03-14,"mousesports","fnatic"
2016-03-14,"Innova","BigGods"
2016-03-14,"CNB","Gathers"
2016-03-15,"ExAequo","EasyFix"
2016-03-15,"Space Soldiers","HellRaisers"
2016-03-15,"G2","SK"
2016-03-15,"Space Soldiers","VwS"
2016-03-15,"G2","SK"
2016-03-15,"PENTA","HellRaisers"
2016-03-15,"k1ck","k1ck"
2016-03-15,"Tricked","SK"
2016-03-15,"CSGL","Infused"
2016-03-15,"PENTA","VwS"
2016-03-15,"Natus Vincere","Dignitas"
2016-03-15,"Natus Vincere","Dignitas"
2016-03-15,"Enso","LowLandLions"
2016-03-15,"HellRaisers","Space Soldiers"
2016-03-15,"VG.CyberZen","Wings"
2016-03-15,"TYLOO","EDG"
2016-03-15,"TSM","Complexity"
2016-03-15,"Tempo Storm","BOTS"
2016-03-15,"Renegades","Winterfox"
2016-03-15,"LDLC Blue","Platinium"
2016-03-16,"Dignitas","DenDD"
2016-03-16,"gBots","Imperio Multimedia"
2016-03-16,"fnatic","NiP"
2016-03-16,"gBots","k1ck"
2016-03-16,"Empire","CSGL"
2016-03-16,"NiP","fnatic"
2016-03-16,"Dignitas","G2"
2016-03-16,"SK","VwS"
2016-03-16,"G2","Dignitas"
2016-03-16,"LDLC Blue","GameAgents"
2016-03-16,"Complexity","Splyce"
2016-03-16,"Selfless","Prospects"
2016-03-16,"Splyce","Complexity"
2016-03-16,"Winterfox","OpTic"
2016-03-16,"CLG","Noble"
2016-03-16,"OpTic","Winterfox"
2016-03-16,"MK","DenDD"
2016-03-17,"CSGL","GODSENT"
2016-03-17,"SK","mousesports"
2016-03-17,"mousesports","SK"
2016-03-17,"Astralis","Torpedo"
2016-03-17,"LGR","ANOX"
2016-03-17,"SK","Epsilon"
2016-03-17,"G2","FaZe"
2016-03-17,"G2","FaZe"
2016-03-17,"HellRaisers","ALTERNATE aTTaX"
2016-03-17,"Natus Vincere","FlipSid3"
2016-03-17,"Virtus.pro","Immunity"
2016-03-17,"New4","HG"
2016-03-17,"AllGamers","eFuture"
2016-03-17,"CLG","Complexity"
2016-03-17,"Tempo Storm","Obey.Alliance"
2016-03-17,"CLG","Complexity"
2016-03-17,"Luminosity","ACE"
2016-03-17,"Cloud9","Renegades"
2016-03-17,"Cloud9","Renegades"
2016-03-18,"AlienTech","3R2L"
2016-03-18,"KoN Finland","KoN Sweden"
2016-03-18,"FTW.PRO","RedLine"
2016-03-18,"3R2L","RedLine"
2016-03-18,"KoN Finland","KoN Norway"
2016-03-18,"Natus Vincere","Astralis"
2016-03-18,"FTW.PRO","3R2L"
2016-03-18,"KoN Norway","KoN Denmark"
2016-03-18,"AlienTech","FTW.PRO"
2016-03-18,"Astralis","NRG"
2016-03-18,"AlienTech","RedLine"
2016-03-18,"Natus Vincere","Virtus.pro"
2016-03-18,"Luminosity","Cloud9"
2016-03-18,"CLG","KKona"
2016-03-18,"Cloud9","Luminosity"
2016-03-18,"Liquid","Renegades"
2016-03-18,"Renegades","Liquid"
2016-03-18,"NRG","Envy"
2016-03-19,"Liquid","Winterfox"
2016-03-19,"Selfless","Luminosity"
2016-03-19,"AlienTech","FTW.Evo"
2016-03-19,"NiP","SK"
2016-03-19,"fnatic","Dignitas"
2016-03-19,"Dynasty","Guerreros del Mouse"
2016-03-19,"fnatic","Dignitas"
2016-03-19,"Rejected","Furious"
2016-03-19,"TSM","Renegades"
2016-03-19,"mousesports","FaZe"
2016-03-19,"Imperio Multimedia","FTW.Evo"
2016-03-19,"Selfless","Winterfox"
2016-03-19,"Epsilon","Refuse"
2016-03-19,"mousesports","FaZe"
2016-03-19,"ENCE","Arcade"
2016-03-19,"WE GOT GAME","Tricked"
2016-03-19,"HellRaisers","LDLC Blue"
2016-03-19,"PENTA","Orbit"
2016-03-19,"FTW.Evo","EasyMind"
2016-03-19,"FLuffy Gangsters","Tempest"
2016-03-19,"Infinity","BLACK.p"
2016-03-19,"Space Soldiers","nGw"
2016-03-19,"EasyMind","Galatics"
2016-03-19,"PANTERS","demise"
2016-03-19,"Imperio Multimedia","EasyMind"
2016-03-19,"Imperio Multimedia","Galatics"
2016-03-19,"FTW.Evo","Galatics"
2016-03-19,"Tempo Storm","Renegades"
2016-03-20,"Astralis","Dignitas"
2016-03-20,"Liquid","CLG"
2016-03-20,"Natus Vincere","Envy"
2016-03-20,"Dignitas","AGG"
2016-03-20,"Natus Vincere","Envy"
2016-03-20,"Brekan","Dynasty"
2016-03-20,"FlipSid3","mousesports"
2016-03-20,"Ancient","CPH Wolves"
2016-03-20,"AlienTech","Imperio Multimedia"
2016-03-20,"FlipSid3","mousesports"
2016-03-20,"Cloud9","Selfless"
2016-03-20,"AGG","SK"
2016-03-20,"CPH Wolves","G2"
2016-03-20,"Dignitas","HellRaisers"
2016-03-20,"Ancient","FlipSid3"
2016-03-20,"SK","Epsilon"
2016-03-20,"Dignitas","Infinity"
2016-03-20,"Bravado","Aperture"
2016-03-20,"Ancient","ENCE"
2016-03-20,"AGG","Space Soldiers"
2016-03-20,"FlipSid3","WE GOT GAME"
2016-03-20,"CPH Wolves","PENTA"
2016-03-20,"Imperio Multimedia","FTW.PRO"
2016-03-20,"HellRaisers","Gambit"
2016-03-20,"G2","FLuffy Gangsters"
2016-03-20,"Liquid","TSM"
2016-03-20,"Selfless","Splyce"
2016-03-20,"Selfless","Splyce"
2016-03-20,"Luminosity","CLG"
2016-03-20,"Cloud9","OpTic"
2016-03-20,"Luminosity","CLG"
2016-03-20,"Brekan","Magnum Monsters"
2016-03-20,"Winterfox","Liquid"
2016-03-20,"CLG","Tempo Storm"
2016-03-20,"2KILL","Vulcan Squad"
2016-03-20,"NiP","SK"
2016-03-21,"CSGL","k1ck"
2016-03-21,"FlipSid3","SK"
2016-03-21,"Ancient","Empire"
2016-03-21,"Alpha","Nevermad"
2016-03-21,"SK","LDLC Blue"
2016-03-21,"XPC","Empire"
2016-03-21,"Empire","AGG"
2016-03-21,"Ancient","eXplosive"
2016-03-21,"HellRaisers","Arcade"
2016-03-21,"ALTERNATE aTTaX","Enso"
2016-03-21,"LGR","eXtatus"
2016-03-21,"AGG","ENCE"
2016-03-21,"Cloud9","Liquid"
2016-03-21,"Luminosity","Splyce"
2016-03-21,"Luminosity","Splyce"
2016-03-21,"Liquid","CLG"
2016-03-21,"2KILL","Brekan"
2016-03-21,"Liquid","CLG"
2016-03-21,"Selfless","Winterfox"
2016-03-21,"Winterfox","Selfless"
2016-03-21,"2KILL","Rejected"
2016-03-21,"Astralis","Dignitas"
2016-03-22,"HellRaisers","Ancient"
2016-03-22,"Dignitas","mousesports"
2016-03-22,"Epsilon","PENTA"
2016-03-22,"Dignitas","mousesports"
2016-03-22,"Deathtrap","RB"
2016-03-22,"Escape","Dead Pixels"
2016-03-22,"SK","FlipSid3"
2016-03-22,"iNation","SuperMassive"
2016-03-22,"Enso","eXtatus"
2016-03-22,"FlipSid3","SK"
2016-03-22,"HellRaisers","ALTERNATE aTTaX"
2016-03-22,"CS-GO.rs","TogetherAsOne"
2016-03-22,"AGG","ENCE"
2016-03-22,"VG.CyberZen","HG"
2016-03-22,"EDG","AllGamers"
2016-03-22,"Winterfox","Complexity"
2016-03-22,"NRG","Vault"
2016-03-22,"Winterfox","Complexity"
2016-03-22,"Cloud9","NRG"
2016-03-22,"Luminosity","TSM"
2016-03-22,"Cloud9","NRG"
2016-03-23,"YP","LDLC Blue"
2016-03-23,"Gambit","PENTA"
2016-03-23,"NiP","Astralis"
2016-03-23,"NiP","Astralis"
2016-03-23,"Planetkey","Empire"
2016-03-23,"fnatic","FlipSid3"
2016-03-23,"YP","E-frag.net"
2016-03-23,"fnatic","FlipSid3"
2016-03-23,"LDLC Blue","CPH Wolves"
2016-03-23,"Escape","Method"
2016-03-23,"CSGL","FLuffy Gangsters"
2016-03-23,"GameAgents","Pixel"
2016-03-23,"Braindead","Mist Globals"
2016-03-23,"Broken Alliance","Rhythm"
2016-03-23,"Mist Globals","One"
2016-03-23,"CLG","Tempo Storm"
2016-03-23,"NRG","Winterfox"
2016-03-23,"Renegades","Splyce"
2016-03-23,"Braindead","h00liGaNz"
2016-03-23,"NRG","Winterfox"
2016-03-23,"Renegades","Splyce"
2016-03-23,"Broken Alliance","TNT"
2016-03-23,"Selfless","OpTic"
2016-03-23,"Rhythm","Insolent"
2016-03-23,"Selfless","OpTic"
2016-03-24,"Fragsters","FAB"
2016-03-24,"Plantronics","WinOut"
2016-03-24,"Iwku","Krydsild"
2016-03-24,"Torpedo","k1ck"
2016-03-24,"Epsilon","Isak"
2016-03-24,"Escape","CSGL"
2016-03-24,"BX3","Epiphany Bolt"
2016-03-24,"Bpro","XPC"
2016-03-24,"FAB","Tricked"
2016-03-24,"Publiclir.se","GamersLeague"
2016-03-24,"Plantronics","n0_0rg"
2016-03-24,"Krydsild","Aquiver.BLU"
2016-03-24,"404OrgNotFound","Skal du begraves?"
2016-03-24,"Fragsters","Aquiver.RED"
2016-03-24,"aimclub","neXtPlease!"
2016-03-24,"Escape","AGG"
2016-03-24,"Isak","Playing Ducks"
2016-03-24,"WinOut","eXtatus"
2016-03-24,"Iwku","Recursive"
2016-03-24,"Space Soldiers","Flash"
2016-03-24,"Epsilon","Heroic"
2016-03-24,"Orbit","OBEY"
2016-03-24,"Bananaboys","naptoR.Factory"
2016-03-24,"Isak","Eastern Vikings"
2016-03-24,"404OrgNotFound","seven"
2016-03-24,"OBEY","Energy"
2016-03-24,"BX3","malefiQ"
2016-03-24,"Aquiver.BLU","hiddenOP"
2016-03-24,"FAB","Wicked"
2016-03-24,"Recursive","Quantaya"
2016-03-24,"Skal du begraves?","!nsurgents"
2016-03-24,"Heroic","aNimus"
2016-03-24,"Flash","Dem Boyz"
2016-03-24,"GamersLeague","SvQmmerICruzares"
2016-03-24,"naptoR.Factory","Fox Stratos"
2016-03-24,"Aquiver.RED","Tekweb"
2016-03-24,"n0_0rg","Bar røv og sandaler"
2016-03-24,"eXtatus","Inside"
2016-03-24,"TYLOO","J2G"
2016-03-24,"Publiclir.se","FAB"
2016-03-24,"Eastern Vikings","WarMonkeys"
2016-03-24,"Preparation","Fox Stratos"
2016-03-24,"Inside","Telos"
2016-03-24,"WinOut","malefiQ"
2016-03-24,"SvQmmerICruzares","AfterClap"
2016-03-24,"Playing Ducks","Aquiver.BLU"
2016-03-24,"Krydsild","OBEY"
2016-03-24,"Plantronics","Aquiver.RED"
2016-03-24,"Alpha","404OrgNotFound"
2016-03-24,"hiddenOP","Vacuous Baboons"
2016-03-24,"Iwku","GamersLeague"
2016-03-24,"BX3","the pickles"
2016-03-24,"Tricked","Heroic"
2016-03-24,"Epsilon","Flash"
2016-03-24,"Wicked","Ollebolle"
2016-03-24,"Epiphany Bolt","n0_0rg"
2016-03-24,"Fragsters","Isak"
2016-03-24,"Energy","WDHA"
2016-03-24,"Bar røv og sandaler","temporary"
2016-03-24,"Space Soldiers","eXtatus"
2016-03-24,"Dem Boyz","walkover"
2016-03-24,"naptoR.Factory","SesiBaren"
2016-03-24,"Quantaya","fLYVERNE"
2016-03-24,"Bananaboys","Recursive"
2016-03-24,"seven","FOXTROT"
2016-03-24,"aNimus","Tog"
2016-03-24,"Orbit","!nsurgents"
2016-03-24,"Skal du begraves?","@SNULLE"
2016-03-24,"Tekweb","Influx Nordic"
2016-03-24,"Isak","WarMonkeys"
2016-03-24,"404OrgNotFound","FOXTROT"
2016-03-24,"OBEY","Energy"
2016-03-24,"Bananaboys","Quantaya"
2016-03-24,"Fragsters","Eastern Vikings"
2016-03-24,"Krydsild","WDHA"
2016-03-24,"Aquiver.BLU","hiddenOP"
2016-03-24,"malefiQ","BX3"
2016-03-24,"Preparation","SesiBaren"
2016-03-24,"Fox Stratos","naptoR.Factory"
2016-03-24,"Alpha","seven"
2016-03-24,"Epsilon","walkover"
2016-03-24,"Epiphany Bolt","temporary"
2016-03-24,"WinOut","the pickles"
2016-03-24,"n0_0rg","Bar røv og sandaler"
2016-03-24,"Plantronics","Tekweb"
2016-03-24,"Heroic","aNimus"
2016-03-24,"Tricked","Tog"
2016-03-24,"Flash","Dem Boyz"
2016-03-24,"Orbit","Skal du begraves?"
2016-03-24,"Publiclir.se","Wicked"
2016-03-24,"Iwku","SvQmmerICruzares"
2016-03-24,"Aquiver.RED","Influx Nordic"
2016-03-24,"Recursive","fLYVERNE"
2016-03-24,"eXtatus","Inside"
2016-03-24,"Space Soldiers","Telos"
2016-03-24,"GamersLeague","AfterClap"
2016-03-24,"FAB","Ollebolle"
2016-03-24,"Playing Ducks","Vacuous Baboons"
2016-03-24,"!nsurgents","@SNULLE"
2016-03-24,"New4","Wings"
2016-03-24,"TYLOO","eFuture"
2016-03-24,"Young Money Militia","Kitfoxes"
2016-03-24,"Third pupil","Insomnia"
2016-03-24,"Selfless","NRG"
2016-03-24,"Young Money Militia","Grimalkin"
2016-03-24,"Cloud9","Winterfox"
2016-03-24,"Kitfoxes","Wet Bandits"
2016-03-24,"Cloud9","Winterfox"
2016-03-24,"Third pupil","SYG"
2016-03-24,"Luminosity","KKona"
2016-03-24,"Luminosity","KKona"
2016-03-24,"Insomnia","PSISTORM"
2016-03-25,"Space Soldiers","SK"
2016-03-25,"Publiclir.se","CPH Wolves"
2016-03-25,"Area08 fe","Orbit fe"
2016-03-25,"KoN Sweden","KoN Finland"
2016-03-25,"Torpedo","Empire"
2016-03-25,"Wyvern Ladies","nKnown fe"
2016-03-25,"mCon fe","Rize fe"
2016-03-25,"KoN Sweden","KoN Norway"
2016-03-25,"HellRaisers","Preparation"
2016-03-25,"Bpro","CS-GO.rs"
2016-03-25,"doyoueven fe","ENYO fe"
2016-03-25,"E-frag.net","Dignitas"
2016-03-25,"KoN Norway","KoN Denmark"
2016-03-25,"Karma","ALSEN fe"
2016-03-25,"Secret fe","Millenium fe"
2016-03-25,"Torpedo","Binary Dragons"
2016-03-25,"Empire","k1ck"
2016-03-25,"LDLC fe","Planetkey fe"
2016-03-25,"CLG Red","YP Ladies"
2016-03-25,"Arcade","PENTA"
2016-03-25,"FLuffy Gangsters","AGG"
2016-03-25,"Exertus fe","LDLC fe"
2016-03-25,"LGB fe","doyoueven fe"
2016-03-25,"Millenium fe","Area08 fe"
2016-03-25,"YP Ladies","Rize fe"
2016-03-25,"Publiclir.se","Plantronics"
2016-03-25,"Preparation","ALTERNATE aTTaX"
2016-03-25,"E-frag.net","Epsilon"
2016-03-25,"Space Soldiers","Iwku"
2016-03-25,"ALSEN fe","nKnown fe"
2016-03-25,"Dignitas","Preparation"
2016-03-25,"Exertus fe","Planetkey fe"
2016-03-25,"Plantronics","ENCE"
2016-03-25,"CPH Wolves","E-frag.net"
2016-03-25,"Space Soldiers","RCTIC"
2016-03-25,"SK","Publiclir.se"
2016-03-25,"Epsilon","Alpha"
2016-03-25,"CLG Red","mCon fe"
2016-03-25,"doyoueven fe","ENYO fe"
2016-03-25,"ALTERNATE aTTaX","Fragsters"
2016-03-25,"HellRaisers","Iwku"
2016-03-25,"Karma","Wyvern Ladies"
2016-03-25,"Secret fe","Orbit fe"
2016-03-25,"Publiclir.se","ENCE"
2016-03-25,"Preparation","ALTERNATE aTTaX"
2016-03-25,"Dignitas","Fragsters"
2016-03-25,"E-frag.net","Epsilon"
2016-03-25,"CPH Wolves","Alpha"
2016-03-25,"SK","Plantronics"
2016-03-25,"Iwku","RCTIC"
2016-03-25,"HellRaisers","Space Soldiers"
2016-03-25,"Booty Clappers","One"
2016-03-25,"Insolent","Lucendi Azolt"
2016-03-25,"Obey.Alliance","KKona"
2016-03-25,"One","Devour"
2016-03-25,"Bee's Money Crew","LunatiK"
2016-03-25,"Booty Clappers","DSS"
2016-03-25,"Lucendi Azolt","8 Minded"
2016-03-25,"Insolent","RivaL"
2016-03-25,"Escape","YP"
2016-03-25,"Publiclir.se","Orbit"
2016-03-25,"Alpha","Bananaboys"
2016-03-25,"Preparation","404OrgNotFound"
2016-03-25,"Space Soldiers","BX3"
2016-03-25,"AGG","ALTERNATE aTTaX"
2016-03-26,"Torpedo","Arcade"
2016-03-26,"HellRaisers","E-frag.net"
2016-03-26,"Secret fe","CLG Red"
2016-03-26,"Arcade","FLuffy Gangsters"
2016-03-26,"CLG Red","Millenium fe"
2016-03-26,"Secret fe","Exertus fe"
2016-03-26,"Mineski","Mercenaries"
2016-03-26,"E-frag.net","Space Soldiers"
2016-03-26,"Threats","Signature"
2016-03-26,"Exertus fe","LGB fe"
2016-03-26,"CLG Red","LDLC fe"
2016-03-26,"Mineski","HanoiAnimals"
2016-03-26,"Millenium fe","Karma"
2016-03-26,"Secret fe","YP Ladies"
2016-03-26,"HellRaisers","Publiclir.se"
2016-03-26,"Mercenaries","HKTP"
2016-03-26,"Signature","LiberateD"
2016-03-26,"LDLC fe","doyoueven fe"
2016-03-26,"YP Ladies","ALSEN fe"
2016-03-26,"Threats","Zenith"
2016-03-26,"Millenium fe","Area08 fe"
2016-03-26,"ALSEN fe","Wyvern Ladies"
2016-03-26,"YP Ladies","mCon fe"
2016-03-27,"Cloud9","TSM"
2016-03-27,"NRG","BOTS"
2016-03-27,"eSuba","Superheroes"
2016-03-27,"Splyce","Third Equinox"
2016-03-27,"Tempo Storm","Later kidz"
2016-03-27,"LDLC Blue","Platinium"
2016-03-27,"Ancient","eXplosive"
2016-03-27,"Winterfox","Obey.Alliance"
2016-03-27,"TSM","KKona"
2016-03-27,"NRG","Mostly Animosity"
2016-03-27,"TogetherAsOne","RB"
2016-03-27,"Selfless","Booty Clappers"
2016-03-27,"Cloud9","tNt"
2016-03-27,"Millenium","Platinium"
2016-03-27,"LDLC Blue","Dead Pixels"
2016-03-27,"eXplosive","Preparation"
2016-03-27,"Superheroes","Pixel"
2016-03-27,"Ancient","Iwku"
2016-03-27,"aimclub","iNation"
2016-03-27,"BOTS","OpTic"
2016-03-27,"CSGL","Epsilon"
2016-03-27,"CPH Wolves","Enso"
2016-03-27,"Hanoi Vortex","Imanity"
2016-03-27,"Deathtrap","SuperMassive"
2016-03-27,"TitaNs","MOTV"
2016-03-27,"eSuba","Superheroes"
2016-03-27,"Imanity","EMC"
2016-03-27,"Millenium","LDLC Blue"
2016-03-27,"Platinium","E-Corp"
2016-03-27,"Hanoi Vortex","xqR"
2016-03-27,"Virtual Impact","Devcat"
2016-03-27,"MOTV","dream[S]cape"
2016-03-27,"TitaNs","1st eSports"
2016-03-27,"dream[S]cape","Threats"
2016-03-28,"CSGL","Ancient"
2016-03-28,"LGR","Empire"
2016-03-28,"Epsilon","Alpha"
2016-03-28,"CSGL","CPH Wolves"
2016-03-28,"Signature","Absolute Monster"
2016-03-28,"TheMongolz","MVP.karnal"
2016-03-28,"Exodus","Savor the Fear"
2016-03-28,"Empire","ENCE"
2016-03-28,"Signature","Orange"
2016-03-28,"Absolute Monster","Devious "
2016-03-28,"Exodus","Savage Wolves"
2016-03-28,"Savor the Fear","CORE"
2016-03-28,"Millenium","LDLC Blue"
2016-03-28,"Selfless","Tempo Storm"
2016-03-28,"Selfless","Splyce"
2016-03-28,"Cloud9","NRG"
2016-03-28,"Rasta","PRIDE"
2016-03-28,"Tempo Storm","Winterfox"
2016-03-29,"PENTA","k1ck"
2016-03-29,"CLG","Envy"
2016-03-29,"fnatic","Splyce"
2016-03-29,"CSGL","ALTERNATE aTTaX"
2016-03-29,"Liquid","FaZe"
2016-03-29,"Luminosity","mousesports"
2016-03-29,"NiP","FlipSid3"
2016-03-29,"TYLOO","AllGamers"
2016-03-29,"Wings","HG"
2016-03-29,"Tempo Storm","Obey.Alliance"
2016-03-29,"visomvet","RAIDERS"
2016-03-30,"Luminosity","NiP"
2016-03-30,"Escape","ENCE"
2016-03-30,"G2","Cloud9"
2016-03-30,"Gambit","Envy"
2016-03-30,"RB","Bpro"
2016-03-30,"GameAgents","XPC"
2016-03-30,"AGG","Method"
2016-03-30,"FaZe","Splyce"
2016-03-30,"Deathtrap","TogetherAsOne"
2016-03-30,"mousesports","FlipSid3"
2016-03-30,"TYLOO","EDG"
2016-03-30,"VG.CyberZen","MVP Project"
2016-03-30,"Virtus.pro","G2"
2016-03-30,"Natus Vincere","Cloud9"
2016-03-30,"Astralis","Gambit"
2016-03-31,"ENCE","AGG"
2016-03-31,"XPC","neXtPlease!"
2016-03-31,"fnatic","FaZe"
2016-03-31,"Torpedo","ALTERNATE aTTaX"
2016-03-31,"Pixel","iNation"
2016-03-31,"GameAgents","CS-GO.rs"
2016-03-31,"AGG","Planetkey"
2016-03-31,"NiP","mousesports"
2016-03-31,"HG","AllGamers"
2016-03-31,"EDG","Wings"
2016-03-31,"ENCE","eFuture"
2016-03-31,"XPC","VG.CyberZen"
2016-03-31,"fnatic","New4"
2016-03-31,"Torpedo","eFuture"
2016-03-31,"Natus Vincere","Virtus.pro"
2016-03-31,"Astralis","CLG"
2016-03-31,"Liquid","fnatic"
2016-04-01,"KoN Finland","KoN Sweden"
2016-04-01,"Bpro","TogetherAsOne"
2016-04-01,"Astralis","fnatic"
2016-04-01,"KoN Finland","KoN Norway"
2016-04-01,"KoN Norway","KoN Denmark"
2016-04-01,"Natus Vincere","NiP"
2016-04-01,"VG.CyberZen","TYLOO"
2016-04-01,"Virtus.pro","Born Of Fire"
2016-04-01,"CLG","HG"
2016-04-01,"KoN Finland","G2"
2016-04-01,"Bpro","Gambit"
2016-04-02,"Natus Vincere","Astralis"
2016-04-02,"Luminosity","Virtus.pro"
2016-04-02,"LGD","BOOT"
2016-04-02,"EDG","eFuture"
2016-04-02,"Liquid","CLG"
2016-04-03,"Luminosity","Natus Vincere"
2016-04-03,"XPC","iNation"
2016-04-03,"neXtPlease!","CS-GO.rs"
2016-04-03,"Americas All-Stars","Europe All-Stars"
2016-04-03,"PENTA","Nevermad"
2016-04-03,"TYLOO","Wings"
2016-04-03,"Luminosity","LGD"
2016-04-03,"Luminosity","MVP Project"
2016-04-03,"XPC","Liquid"
2016-04-04,"aimclub","Deathtrap"
2016-04-04,"SuperMassive","Pixel"
2016-04-04,"Escape","HellRaisers"
2016-04-04,"Epsilon","AGG"
2016-04-05,"Empire","Alpha"
2016-04-05,"GameAgents","RB"
2016-04-05,"SuperMassive","aimclub"
2016-04-06,"OpTic","Luminosity"
2016-04-06,"OpTic","Luminosity"
2016-04-06,"HellRaisers","SK"
2016-04-06,"PENTA","Gambit"
2016-04-06,"Dignitas","CSGL"
2016-04-06,"HellRaisers","Planetkey"
2016-04-06,"AllGamers","XPC"
2016-04-06,"TYLOO","AGG"
2016-04-06,"Born Of Fire","BOOT"
2016-04-06,"dream[S]cape","TheMongolz"
2016-04-06,"NRG","Wings"
2016-04-06,"NRG","Virtual Impact"
2016-04-06,"OpTic","Renegades"
2016-04-06,"OpTic","Renegades"
2016-04-07,"Dignitas","Envy"
2016-04-07,"NRG","CLG"
2016-04-07,"NRG","CLG"
2016-04-07,"SK","Virtus.pro"
2016-04-07,"Gambit","HellRaisers"
2016-04-07,"Space Soldiers","GODSENT"
2016-04-07,"LowLandLions","ANOX"
2016-04-07,"aimclub","Pixel"
2016-04-07,"SK","Virtus.pro"
2016-04-07,"HellRaisers","SK"
2016-04-07,"NiP","FlipSid3"
2016-04-07,"Bpro","Deathtrap"
2016-04-07,"NiP","FlipSid3"
2016-04-07,"Empire","PENTA"
2016-04-07,"E-frag.net","Gambit"
2016-04-07,"TYLOO","eFuture"
2016-04-07,"VG.CyberZen","LGD"
2016-04-07,"Obey.Alliance","KKona"
2016-04-07,"Echo Fox","Obey.Alliance"
2016-04-07,"KKona","Complexity"
2016-04-07,"Echo Fox","Winterfox"
2016-04-07,"Complexity","KKona"
2016-04-07,"Dignitas","HellRaisers"
2016-04-07,"Dignitas","AGG"
2016-04-07,"NRG","SK"
2016-04-08,"mousesports","HellRaisers"
2016-04-08,"Epsilon","miMo"
2016-04-08,"KoN Finland","KoN Norway"
2016-04-08,"iNation","CS-GO.rs"
2016-04-08,"KoN Norway","KoN Sweden"
2016-04-08,"k1ck","k1ck"
2016-04-08,"ENCE","Alter Your Ego"
2016-04-08,"KoN Norway","KoN Denmark"
2016-04-08,"SuperMassive","XPC"
2016-04-08,"AGG","Empire"
2016-04-08,"AlienTech","Galatics"
