"Date","winner","loser"
"Results for February 15th 2020","Isurus","RED Canids"
"Results for February 15th 2020","DETONA","W7M"
"Results for February 15th 2020","Gambit Youngsters","Movistar Riders"
"Results for February 15th 2020","SKADE","Heretics"
"Results for February 15th 2020","Syman","Nexus"
"Results for February 15th 2020","Bravos","Dynasty"
"Results for February 15th 2020","Juggernauts","Salamander"
"Results for February 15th 2020","SG.pro","Se7en"
"Results for February 15th 2020","Copenhagen Flames","Spirit"
"Results for February 15th 2020","Redemption POA","Reapers"
"Results for February 15th 2020","GamerLegion","Tricked"
"Results for February 15th 2020","Winstrike","sAw"
"Results for February 15th 2020","AVEZ","HAVU"
"Results for February 15th 2020","Akatsuki","AllTheRage"
"Results for February 15th 2020","Evil Geniuses","100 Thieves"
"Results for February 15th 2020","Tricked","Singularity"
"Results for February 15th 2020","Finest","shinelikedemons"
"Results for February 15th 2020","SpeedRunners","Moscow Five Academy"
"Results for February 15th 2020","Movistar Riders","Endpoint"
"Results for February 15th 2020","Juggernauts","1WIN"
"Results for February 15th 2020","Syman","Hard Legion"
"Results for February 15th 2020","Gambit Youngsters","pro100"
"Results for February 15th 2020","Aequus","Viboras"
"Results for February 15th 2020","GamerLegion","ex-Virtus.pro"
"Results for February 15th 2020","Akatsuki","TimeChasers"
"Results for February 15th 2020","Nexus","Sinners"
"Results for February 15th 2020","Salamander","Unique"
"Results for February 15th 2020","AllTheRage","1337HUANIA"
"Results for February 15th 2020","D13","Updraft"
"Results for February 15th 2020","Ignis","Aim4R"
"Results for February 15th 2020","Orgless","New England Whalers"
"Results for February 15th 2020","Rugratz","RBG"
"Results for February 15th 2020","Big Frames","Prospects"
"Results for February 15th 2020","Evidence","2K"
"Results for February 15th 2020","Ze Pug Godz","Mythic"
"Results for February 15th 2020","Chaos","Orgless"
"Results for February 15th 2020","INTZ.Academy","Imperial"
"Results for February 15th 2020","TeamOne","Rensga"
"Results for February 15th 2020","RED Canids","Bravos"
"Results for February 15th 2020","Recon 5","Rugratz"
"Results for February 15th 2020","Yeah","Mythic"
"Results for February 15th 2020","Triumph","Prospects"
"Results for February 15th 2020","Swole Identity","New England Whalers"
"Results for February 15th 2020","Alma","Soberano"
"Results for February 15th 2020","Rysix","Neverest"
"Results for February 15th 2020","eUnited","RBG"
"Results for February 15th 2020","Asuna's Anime Aimers","Ze Pug Godz"
"Results for February 15th 2020","Bad News Bears","Big Frames"
"Results for February 15th 2020","Keyd","paiN"
"Results for February 15th 2020","Endpoint","NLG"
"Results for February 15th 2020","AVEZ","Salamander"
"Results for February 15th 2020","ex-skullz","TeamOne"
"Results for February 15th 2020","Heretics","Movistar Riders"
"Results for February 15th 2020","Singularity","SMASH"
"Results for February 15th 2020","Isurus","Neverest"
"Results for February 15th 2020","OG","Evil Geniuses"
"Results for February 15th 2020","SKADE","pro100"
"Results for February 15th 2020","Juggernauts","Ekaterinburg"
"Results for February 15th 2020","Winstrike","ex-Virtus.pro"
"Results for February 15th 2020","DETONA","Alma"
"Results for February 15th 2020","GamerLegion","Cream"
"Results for February 14th 2020","Redemption POA","ex-skullz"
"Results for February 14th 2020","Gambit Youngsters","AGO"
"Results for February 14th 2020","Dynasty","paiN"
"Results for February 14th 2020","Syman","HellRaisers"
"Results for February 14th 2020","SpeedRunners","lapw"
"Results for February 14th 2020","Nexus","Illuminar"
"Results for February 14th 2020","SG.pro","dopeclvb"
"Results for February 14th 2020","sAw","Tricked"
"Results for February 14th 2020","Se7en","Atlants"
"Results for February 14th 2020","Copenhagen Flames","Hard Legion"
"Results for February 14th 2020","HAVU","1WIN"
"Results for February 14th 2020","Spirit","Sinners"
"Results for February 14th 2020","Moscow Five Academy","100PG"
"Results for February 14th 2020","Unique","Secret"
"Results for February 14th 2020","Reapers","TeamOne"
"Results for February 14th 2020","Winstrike","Endpoint"
"Results for February 14th 2020","ex-Virtus.pro","NLG"
"Results for February 14th 2020","Movistar Riders","Cream"
"Results for February 14th 2020","Bravos","Keyd"
"Results for February 14th 2020","Tricked","AGO"
"Results for February 14th 2020","AVEZ","HellRaisers"
"Results for February 14th 2020","SKADE","Singularity"
"Results for February 14th 2020","1WIN","Illuminar"
"Results for February 14th 2020","sAw","Gambit Youngsters"
"Results for February 14th 2020","HAVU","Nexus"
"Results for February 14th 2020","W7M","Soberano"
"Results for February 14th 2020","Sinners","Juggernauts"
"Results for February 14th 2020","RED Canids","Rysix"
"Results for February 14th 2020","Salamander","Syman"
"Results for February 14th 2020","pro100","SMASH"
"Results for February 14th 2020","Heretics","GamerLegion"
"Results for February 14th 2020","Hard Legion","Unique"
"Results for February 14th 2020","Copenhagen Flames","Secret"
"Results for February 14th 2020","Spirit","Ekaterinburg"
"Results for February 14th 2020","G2","100 Thieves"
"Results for February 14th 2020","Spirit","Gambit Youngsters"
"Results for February 14th 2020","Yeah","Recon 5"
"Results for February 14th 2020","Big Frames","LiViD"
"Results for February 14th 2020","W7M","Bravos"
"Results for February 14th 2020","Orgless","Big Frames"
"Results for February 14th 2020","SMASH","Complexity"
"Results for February 13th 2020","DETONA","Soberano"
"Results for February 13th 2020","Copenhagen Flames","Illuminar"
"Results for February 13th 2020","SMASH","Singularity"
"Results for February 13th 2020","Complexity","Sinners"
"Results for February 13th 2020","Nordavind","Singularity"
"Results for February 13th 2020","Movistar Riders","Nemiga"
"Results for February 13th 2020","Gambit Youngsters","pro100"
"Results for February 13th 2020","Copenhagen Flames","HAVU"
"Results for February 13th 2020","Illuminar","SKADE"
"Results for February 13th 2020","Gambit Youngsters","Unique"
"Results for February 13th 2020","Incept","FURY"
"Results for February 13th 2020","Chiefs","Ground Zero"
"Results for February 13th 2020","TRIDENT","MC"
"Results for February 13th 2020","Ground Zero","Airborne"
"Results for February 13th 2020","Chiefs","Paradox"
"Results for February 13th 2020","ORDER","Formidable"
"Results for February 13th 2020","Orgless","Faint"
"Results for February 13th 2020","Recon 5","Polar Ace"
"Results for February 13th 2020","Big Frames","Asuna's Anime Aimers"
"Results for February 13th 2020","Yeah","Brazen"
"Results for February 13th 2020","Chaos","Station7"
"Results for February 13th 2020","Faint","Polar Ace South"
"Results for February 13th 2020","Yeah","Russian Street Party"
"Results for February 13th 2020","Brazen","Infinity"
"Results for February 13th 2020","Polar Ace","ETHEREAL"
"Results for February 13th 2020","Orgless","New England Whalers"
"Results for February 13th 2020","Isurus","Alma"
"Results for February 13th 2020","Asuna's Anime Aimers","Rap Gang"
"Results for February 13th 2020","Big Frames","GameAgents"
"Results for February 13th 2020","Recon 5","Oceanus"
"Results for February 13th 2020","SMASH","AGO"
"Results for February 13th 2020","SKADE","TheDabers"
"Results for February 13th 2020","Copenhagen Flames","Yoink"
"Results for February 13th 2020","Complexity","AVEZ"
"Results for February 13th 2020","HAVU","FATE"
"Results for February 13th 2020","Singularity","SJ"
"Results for February 13th 2020","Sinners","Endpoint"
"Results for February 13th 2020","Illuminar","PACT"
"Results for February 13th 2020","DETONA","RED Canids"
"Results for February 13th 2020","Copenhagen Flames","Keyd"
"Results for February 12th 2020","Unique","Revolt"
"Results for February 12th 2020","HellRaisers","Nordavind"
"Results for February 12th 2020","Spirit","pro100"
"Results for February 12th 2020","HellRaisers","Movistar Riders"
"Results for February 12th 2020","BIG","Nemiga"
"Results for February 12th 2020","Gambit Youngsters","Espada"
"Results for February 12th 2020","Paradox","Esper"
"Results for February 12th 2020","Skyfire","Airborne"
"Results for February 12th 2020","PC419","Esper"
"Results for February 12th 2020","Station7","Monstars"
"Results for February 12th 2020","Riot Squad","Rugratz"
"Results for February 12th 2020","Mythic","eUnited"
"Results for February 11th 2020","eL'quvet","Revolt"
"Results for February 11th 2020","Nemiga","Unicorns of Love"
"Results for February 11th 2020","Wisla Krakow","Movistar Riders"
"Results for February 11th 2020","Espada","EXTREMUM"
"Results for February 11th 2020","fbg","ne parsya"
"Results for February 11th 2020","pro100","Unique"
"Results for February 11th 2020","TRIDENT","ROCK CANDY"
"Results for February 11th 2020","Chiefs","Incept"
"Results for February 11th 2020","FURY","Skyfire"
"Results for February 11th 2020","Paradox","ROCK CANDY"
"Results for February 11th 2020","Mythic","Monstars"
"Results for February 10th 2020","eL'quvet","Project X"
"Results for February 10th 2020","Revolt","Se7en"
"Results for February 10th 2020","fbg","lapw"
"Results for February 10th 2020","ne parsya","maslomaslo"
"Results for February 10th 2020","Spirit","Gambit Youngsters"
"Results for February 10th 2020","HAVU","Demolition Crew"
"Results for February 10th 2020","pro100","Espada"
"Results for February 10th 2020","Revolt","SG.pro"
"Results for February 10th 2020","ORDER","TRIDENT"
"Results for February 10th 2020","Mythic","Recon 5"
"Results for February 10th 2020","Divine","Rap Gang"
"Results for February 10th 2020","Apeks","Pompa"
"Results for February 9th 2020","Natus Vincere","Complexity"
"Results for February 9th 2020","Pompa","AGO"
"Results for February 9th 2020","KOVA","Endpoint"
"Results for February 9th 2020","Apeks","Lyngby Vikings"
"Results for February 9th 2020","Natus Vincere","Vitality"
"Results for February 9th 2020","Endpoint","fakemaquinas"
"Results for February 9th 2020","KOVA","SKADE"
"Results for February 9th 2020","Unique","EXTREMUM"
"Results for February 9th 2020","SHIFT","DivisionX"
"Results for February 9th 2020","Skyfire","Paradox"
"Results for February 9th 2020","madlikewizards","Ferox"
"Results for February 9th 2020","SHIFT","Akatsuki"
"Results for February 9th 2020","Paradox","MC"
"Results for February 9th 2020","madlikewizards","FURY"
"Results for February 9th 2020","Ferox","TRIDENT"
"Results for February 9th 2020","Skyfire","Incept"
"Results for February 9th 2020","DivisionX","Akatsuki"
"Results for February 9th 2020","Mythic","Faint"
"Results for February 9th 2020","Recon 5","Orgless"
"Results for February 9th 2020","Divine","Infinity"
"Results for February 9th 2020","Rap Gang","Hot Ass"
"Results for February 9th 2020","Apeks","SMASH"
"Results for February 9th 2020","fakemaquinas","GamerLegion"
"Results for February 9th 2020","Endpoint","9INE"
"Results for February 9th 2020","SKADE","Demolition Crew"
"Results for February 9th 2020","Pompa","Unluckers"
"Results for February 9th 2020","AGO","sAw"
"Results for February 9th 2020","KOVA","Japaleno"
"Results for February 9th 2020","Lyngby Vikings","Secret"
"Results for February 8th 2020","Complexity","Vitality"
"Results for February 8th 2020","Natus Vincere","Astralis"
"Results for February 8th 2020","Gambit Youngsters","SG.pro"
"Results for February 8th 2020","SHIFT","1820HT"
"Results for February 8th 2020","catman","MC"
"Results for February 8th 2020","Ground Zero","Paradox"
"Results for February 8th 2020","Akatsuki","1820HT"
"Results for February 8th 2020","catman","Skyfire"
"Results for February 8th 2020","Ground Zero","Formidable"
"Results for February 8th 2020","Paradox","Airborne"
"Results for February 8th 2020","MC","madlikewizards"
"Results for February 8th 2020","DivisionX","SHIFT"
"Results for February 7th 2020","Complexity","Astralis"
"Results for February 7th 2020","1WIN","EveryBodyDance"
"Results for February 7th 2020","Unicorns of Love","AGO"
"Results for February 7th 2020","Unique","100PG"
"Results for February 7th 2020","Vitality","Natus Vincere"
"Results for February 7th 2020","GamerLegion","Movistar Riders"
"Results for February 7th 2020","Copenhagen Flames","NAVI Junior"
"Results for February 7th 2020","Spirit","Revolt"
"Results for February 6th 2020","Unique","UnlukoExpress"
"Results for February 6th 2020","EveryBodyDance","Ha MaSSe"
"Results for February 6th 2020","100PG","Moscow Five Academy"
"Results for February 6th 2020","1WIN","SG.pro"
"Results for February 6th 2020","GamerLegion","Demolition Crew"
"Results for February 6th 2020","mousesports","Natus Vincere"
"Results for February 6th 2020","Movistar Riders","Unicorns of Love"
"Results for February 6th 2020","Singularity","Nemiga"
"Results for February 6th 2020","TRIDENT","Formidable"
"Results for February 6th 2020","ORDER","MC"
"Results for February 6th 2020","Rooster","Airborne"
"Results for February 6th 2020","TRIDENT","Ground Zero"
"Results for February 6th 2020","LiViD","Polar Ace"
"Results for February 6th 2020","Ze Pug Godz","Divine"
"Results for February 5th 2020","Sprout","AGO"
"Results for February 5th 2020","Nordavind","PACT"
"Results for February 5th 2020","Sprout","AVEZ"
"Results for February 5th 2020","AGO","Juggernauts"
"Results for February 5th 2020","PACT","Copenhagen Flames"
"Results for February 5th 2020","Hard Legion","EXTREMUM"
"Results for February 5th 2020","Nordavind","ex-Virtus.pro"
"Results for February 5th 2020","Natus Vincere","GODSENT"
"Results for February 5th 2020","mousesports","MAD Lions"
"Results for February 5th 2020","FURY","ROCK CANDY"
"Results for February 5th 2020","AVANT","MC"
"Results for February 5th 2020","PC419","ROCK CANDY"
"Results for February 5th 2020","Airborne","Formidable"
"Results for February 5th 2020","FURY","Esper"
"Results for February 5th 2020","AVANT","PC419"
"Results for February 5th 2020","ORDER","Skyfire"
"Results for February 5th 2020","Polar Ace","Monstars"
"Results for February 5th 2020","Divine","Station7"
"Results for February 5th 2020","LiViD","Mythic"
"Results for February 5th 2020","Polar Ace","ex-iNTACT"
"Results for February 5th 2020","Ze Pug Godz","Prospects"
"Results for February 5th 2020","Station7","RBG"
"Results for February 5th 2020","Mythic","Big Frames"
"Results for February 5th 2020","Ze Pug Godz","New England Whalers"
"Results for February 5th 2020","Divine","Russian Street Party"
"Results for February 5th 2020","LiViD","Faint"
"Results for February 5th 2020","Monstars","ImPerium"
"Results for February 5th 2020","Prospects","Asuna's Anime Aimers"
"Results for February 5th 2020","AGO","HAVU"
"Results for February 5th 2020","Nordavind","FATE"
"Results for February 5th 2020","Sprout","Secret"
"Results for February 5th 2020","ex-Virtus.pro","Endpoint"
"Results for February 5th 2020","Juggernauts","ad hoc"
"Results for February 5th 2020","Copenhagen Flames","FiveG"
"Results for February 5th 2020","AVEZ","AGF"
"Results for February 5th 2020","PACT","Complexity"
"Results for February 4th 2020","GODSENT","Virtus.pro"
"Results for February 4th 2020","MAD Lions","OG"
"Results for February 4th 2020","Paradox","PC419"
"Results for February 4th 2020","Rooster","Skyfire"
"Results for February 4th 2020","Incept","AVANT"
"Results for February 4th 2020","Rugratz","Asuna's Anime Aimers"
"Results for February 4th 2020","paiN","Imperial"
"Results for February 4th 2020","W7M","RED Canids"
"Results for February 3rd 2020","paiN","Alma"
"Results for February 3rd 2020","Espada","Space Jam"
"Results for February 3rd 2020","Demolition Crew","Unicorns of Love"
"Results for February 3rd 2020","Nemiga","Unique"
"Results for February 3rd 2020","Illuminar","Wisla Krakow"
"Results for February 3rd 2020","Wisla Krakow","GamerLegion"
"Results for February 3rd 2020","RED Canids","Bravos"
"Results for February 3rd 2020","W7M","Keyd"
"Results for February 3rd 2020","Imperial","TeamOne"
"Results for February 2nd 2020","Espada","DreamEaters"
"Results for February 2nd 2020","Nemiga","SG.pro"
"Results for February 2nd 2020","Unique","Se7en"
"Results for February 2nd 2020","Space Jam","BlinkDagger"
"Results for February 2nd 2020","FaZe","Liquid"
"Results for February 2nd 2020","GODSENT","ENCE"
"Results for February 2nd 2020","Liquid","NiP"
"Results for February 2nd 2020","MAD Lions","Heroic"
"Results for February 2nd 2020","Sinners","savage"
"Results for February 2nd 2020","Natus Vincere","OG"
"Results for February 2nd 2020","Maple","ClownS"
"Results for February 2nd 2020","HZ","SGINDOMIX"
"Results for February 2nd 2020","Sinners","Vexed"
"Results for February 2nd 2020","mousesports","Virtus.pro"
"Results for February 2nd 2020","Chiefs","FURY"
"Results for February 2nd 2020","Rugratz","Infinity"
"Results for February 2nd 2020","Envy","Faint"
"Results for February 2nd 2020","BIG","Complexity"
"Results for February 1st 2020","FaZe","Liquid"
"Results for February 1st 2020","savage","Smoke Criminals"
"Results for February 1st 2020","Dignitas","Sprout"
"Results for February 1st 2020","Natus Vincere","GODSENT"
"Results for February 1st 2020","Complexity","SKADE"
"Results for February 1st 2020","BIG","Secret"
"Results for February 1st 2020","NiP","MIBR"
"Results for February 1st 2020","Sinners","Brute"
"Results for February 1st 2020","Smoke Criminals","Falkn"
"Results for February 1st 2020","Dignitas","GamerLegion"
"Results for February 1st 2020","Vexed","Prima"
"Results for February 1st 2020","savage","Fragbox"
"Results for February 1st 2020","mousesports","MAD Lions"
"Results for February 1st 2020","Sprout","AGO"
"Results for February 1st 2020","Fragbox","Pompa"
"Results for February 1st 2020","Falkn","Genesis"
"Results for February 1st 2020","Blank","DivisionX"
"Results for February 1st 2020","Virtus.pro","Heroic"
"Results for February 1st 2020","Vexed","SILENT"
"Results for February 1st 2020","Brute","ttc"
"Results for February 1st 2020","Prima","Moops"
"Results for February 1st 2020","Smoke Criminals","High Coast"
"Results for February 1st 2020","Sinners","Seven.Modula"
"Results for February 1st 2020","savage","Vikingekrig"
"Results for February 1st 2020","Paper Rex","Astro"
"Results for February 1st 2020","OneThree","Invictus"
"Results for February 1st 2020","OG","ENCE"
"Results for February 1st 2020","EHOME","Aster"
"Results for February 1st 2020","Infinity","Ze Pug Godz"
"Results for February 1st 2020","Envy","Asuna's Anime Aimers"
"Results for February 1st 2020","Rugratz","ex-iNTACT"
"Results for February 1st 2020","Ground Zero","Paradox"
"Results for February 1st 2020","Faint","Station7"
"Results for February 1st 2020","Secret","Lyngby Vikings"
"Results for February 1st 2020","SKADE","FiveG"
"Results for February 1st 2020","Sprout","Japaleno"
"Results for February 1st 2020","Complexity","Apologis"
"Results for February 1st 2020","Dignitas","AVEZ"
"Results for February 1st 2020","BIG","FATE"
"Results for February 1st 2020","AGO","SJ"
"Results for February 1st 2020","GamerLegion","Apeks"
"Results for January 31st 2020","Liquid","MIBR"
"Results for January 31st 2020","Gambit Youngsters","Espada"
"Results for January 31st 2020","FaZe","NiP"
"Results for January 30th 2020","Copenhagen Flames","DreamEaters"
"Results for January 30th 2020","NAVI Junior","Skin Ogres"
"Results for January 30th 2020","MC","Airborne"
"Results for January 30th 2020","Chiefs","MC"
"Results for January 30th 2020","Airborne","Esper"
"Results for January 29th 2020","Copenhagen Flames","Sprout"
"Results for January 29th 2020","Wisla Krakow","Skin Ogres"
"Results for January 29th 2020","Espada","Hard Legion"
"Results for January 29th 2020","Airborne","Incept"
"Results for January 29th 2020","PC419","Rooster"
"Results for January 29th 2020","MC","Paradox"
"Results for January 29th 2020","Ground Zero","ROCK CANDY"
"Results for January 29th 2020","Skyfire","MC"
"Results for January 29th 2020","ROCK CANDY","Esper"
"Results for January 29th 2020","Chiefs","Formidable"
"Results for January 28th 2020","GamerLegion","HAVU"
"Results for January 28th 2020","Espada","Akatsuki"
"Results for January 28th 2020","HAVU","NAVI Junior"
"Results for January 28th 2020","ORDER","Incept"
"Results for January 28th 2020","MC","Formidable"
"Results for January 28th 2020","Paradox","TRIDENT"
"Results for January 27th 2020","Gambit Youngsters","EXTREMUM"
"Results for January 27th 2020","Skin Ogres","DreamEaters"
"Results for January 27th 2020","ORDER","Airborne"
"Results for January 26th 2020","Zorka","97club"
"Results for January 26th 2020","BIG","Renegades"
"Results for January 26th 2020","NAVI Junior","Tricked"
"Results for January 26th 2020","EXTREMUM","DreamEaters"
"Results for January 26th 2020","BIG","Heroic"
"Results for January 26th 2020","GamerLegion","HAVU"
"Results for January 26th 2020","Renegades","MAD Lions"
"Results for January 26th 2020","Copenhagen Flames","AGF"
"Results for January 26th 2020","AGF","Sigma"
"Results for January 25th 2020","Sigma","Lyngby Vikings"
"Results for January 25th 2020","Heroic","North"
"Results for January 25th 2020","Copenhagen Flames","AGF"
"Results for January 25th 2020","Yalla","Divine Vendetta"
"Results for January 25th 2020","Renegades","Cloud9"
"Results for January 25th 2020","Gambit Youngsters","Akatsuki"
"Results for January 25th 2020","HAVU","Tricked"
"Results for January 25th 2020","Heroic","Sprout"
"Results for January 25th 2020","GamerLegion","NAVI Junior"
"Results for January 25th 2020","Cloud9","Virtus.pro"
"Results for January 25th 2020","INTZ","Swole Patrol"
"Results for January 24th 2020","MAD Lions","North"
"Results for January 24th 2020","Espada","Nemiga"
"Results for January 24th 2020","NAVI Junior","AUGUST"
"Results for January 24th 2020","BIG","Renegades"
"Results for January 24th 2020","MAD Lions","Heroic"
"Results for January 24th 2020","NAVI Junior","SMASH"
"Results for January 24th 2020","Renegades","Cloud9"
"Results for January 24th 2020","North","Sprout"
"Results for January 24th 2020","BIG","Virtus.pro"
"Results for January 24th 2020","INTZ","Riot Squad"
"Results for January 23rd 2020","Copenhagen Flames","forZe"
"Results for January 23rd 2020","Tricked","SKADE"
"Results for January 23rd 2020","Wisla Krakow","DreamEaters"
"Results for January 23rd 2020","HAVU","AUGUST"
"Results for January 23rd 2020","TRIDENT","Chiefs"
"Results for January 23rd 2020","Skyfire","ROCK CANDY"
"Results for January 23rd 2020","ROCK CANDY","Formidable"
"Results for January 23rd 2020","FURY","Airborne"
"Results for January 23rd 2020","Swole Patrol","Singularity"
"Results for January 22nd 2020","Espada","KOVA"
"Results for January 22nd 2020","GamerLegion","Tricked"
"Results for January 22nd 2020","HellRaisers","Axis"
"Results for January 22nd 2020","Hard Legion","EXTREMUM"
"Results for January 22nd 2020","Sprout","HAVU"
"Results for January 22nd 2020","AUGUST","NAVI Junior"
"Results for January 22nd 2020","Nemiga","SKADE"
"Results for January 22nd 2020","Axis","Copenhagen Flames"
"Results for January 22nd 2020","SKADE","ALTERNATE aTTaX"
"Results for January 22nd 2020","HZ","Maple"
"Results for January 22nd 2020","Ground Zero","Incept"
"Results for January 22nd 2020","Rooster","Formidable"
"Results for January 22nd 2020","Rooster","Paradox"
"Results for January 22nd 2020","PC419","FURY"
"Results for January 22nd 2020","Ground Zero","Esper"
"Results for January 22nd 2020","Chiefs","Esper"
"Results for January 22nd 2020","HZ","Hard4U"
"Results for January 22nd 2020","Maple","Hard4U"
"Results for January 21st 2020","KOVA","Apeks"
"Results for January 21st 2020","HAVU","SMASH"
"Results for January 21st 2020","HellRaisers","Copenhagen Flames"
"Results for January 21st 2020","Espada","spray'n'pray"
"Results for January 21st 2020","GamerLegion","ALTERNATE aTTaX"
"Results for January 21st 2020","Axis","NAVI Junior"
"Results for January 21st 2020","Tricked","SKADE"
"Results for January 21st 2020","HZ","Se7en"
"Results for January 21st 2020","Skyfire","TRIDENT"
"Results for January 21st 2020","Hard4U","HZ"
"Results for January 21st 2020","Maple","Se7en"
"Results for January 21st 2020","Singularity","Chaos"
"Results for January 20th 2020","forZe","Hard Legion"
"Results for January 20th 2020","HZ","Lucid Dream"
"Results for January 20th 2020","ORDER","Paradox"
"Results for January 20th 2020","ORDER","FURY"
"Results for January 20th 2020","Se7en","Absolute"
"Results for January 20th 2020","Supremacy","Infinity"
"Results for January 20th 2020","RSC19","Jokers"
"Results for January 20th 2020","Infinity","FreeStyle"
"Results for January 20th 2020","Supremacy","Incubus"
"Results for January 19th 2020","Complexity","eUnited"
"Results for January 19th 2020","Gen.G","Riot Squad"
"Results for January 19th 2020","Complexity","INTZ"
"Results for January 19th 2020","Riot Squad","Singularity"
"Results for January 19th 2020","Gen.G","Chaos"
"Results for January 19th 2020","forZe","Heroic"
"Results for January 19th 2020","eUnited","Triumph"
"Results for January 19th 2020","Espada","BIG Academy"
"Results for January 19th 2020","lapw","Cerberus"
"Results for January 19th 2020","forZe","CR4ZY"
"Results for January 19th 2020","Heroic","GODSENT"
"Results for January 19th 2020","Hard4U","Absolute"
"Results for January 19th 2020","forZe","Winstrike"
"Results for January 19th 2020","CR4ZY","SKADE"
"Results for January 19th 2020","GODSENT","HAVU"
"Results for January 19th 2020","Heroic","AVEZ"
"Results for January 19th 2020","Se7en","Astro"
"Results for January 19th 2020","Skyfire","Formidable"
"Results for January 19th 2020","Maple","Lucid Dream"
"Results for January 19th 2020","HZ","Bren"
"Results for January 19th 2020","RSC19","Cephei"
"Results for January 19th 2020","Jokers","Agarthas"
"Results for January 19th 2020","Chaos","New England Whalers"
"Results for January 19th 2020","INTZ","Triumph"
"Results for January 19th 2020","Triumph","Just For Fun"
"Results for January 18th 2020","Riot Squad","Saskatoon Warriors"
"Results for January 18th 2020","INTZ","Oceanus"
"Results for January 18th 2020","Nemiga","Budapest Five"
"Results for January 18th 2020","Hard4U","Astro"
"Results for January 18th 2020","AVEZ","BIG"
"Results for January 18th 2020","HAVU","Spirit"
"Results for January 18th 2020","Winstrike","pro100"
"Results for January 18th 2020","Absolute","Se7en"
"Results for January 18th 2020","SKADE","cisbots"
"Results for January 18th 2020","Winstrike","Illuminar"
"Results for January 18th 2020","SKADE","Gambit Youngsters"
"Results for January 18th 2020","Spirit","S2V"
"Results for January 18th 2020","BIG","x6tence"
"Results for January 18th 2020","AVEZ","Movistar Riders"
"Results for January 18th 2020","Maple","Bren"
"Results for January 18th 2020","pro100","EURONICS"
"Results for January 18th 2020","Lucid Dream","HZ"
"Results for January 18th 2020","HAVU","MELBET"
"Results for January 18th 2020","cisbots","Syman"
"Results for January 17th 2020","Akatsuki","Espada"
"Results for January 17th 2020","Skin Ogres","Nemiga"
"Results for January 17th 2020","GODSENT","GRID Staff"
"Results for January 17th 2020","Swole Patrol","Station7"
"Results for January 17th 2020","Riot Squad","Mythic"
"Results for January 16th 2020","DreamEaters","eL'quvet"
"Results for January 16th 2020","Wisla Krakow","Nemiga"
"Results for January 16th 2020","SKADE","MeAndTheBoys"
"Results for January 16th 2020","Gambit Youngsters","spray'n'pray"
"Results for January 16th 2020","Astro","Armory"
"Results for January 16th 2020","DreamEaters","Skin Ogres"
"Results for January 16th 2020","Renegades","ex-Genuine"
"Results for January 16th 2020","TRIDENT","PC419"
"Results for January 16th 2020","Maple","Astro"
"Results for January 16th 2020","Formidable","FURY"
"Results for January 16th 2020","MC","Incept"
"Results for January 16th 2020","ex-Genuine","ORDER"
"Results for January 16th 2020","Alpha Red","Armory"
"Results for January 16th 2020","Singularity","Rap Gang"
"Results for January 15th 2020","Apeks","No Problem!"
"Results for January 15th 2020","HAVU","Illuminar"
"Results for January 15th 2020","Hard Legion","eL'quvet"
"Results for January 15th 2020","Budapest Five","Avengers"
"Results for January 15th 2020","EXTREMUM","DreamEaters"
"Results for January 15th 2020","HellRaisers","Axis"
"Results for January 15th 2020","ex-Genuine","AVANT"
"Results for January 15th 2020","Renegades","ROCK CANDY"
"Results for January 15th 2020","Rooster","ROCK CANDY"
"Results for January 15th 2020","AVANT","Airborne"
"Results for January 15th 2020","ex-Genuine","Paradox"
"Results for January 15th 2020","Renegades","ORDER"
"Results for January 15th 2020","Rooster","Esper"
"Results for January 15th 2020","Station7","Cloud9"
"Results for January 15th 2020","Swole Patrol","ex-iNTACT"
"Results for January 15th 2020","INTZ","Divine"
"Results for January 15th 2020","Triumph","7Sins"
"Results for January 15th 2020","Chaos","New England Whalers"
"Results for January 14th 2020","SKADE","Nexus"
"Results for January 14th 2020","KOVA","Juggernauts"
"Results for January 14th 2020","Copenhagen Flames","NAVI Junior"
"Results for January 14th 2020","Espada","OFFSET"
"Results for January 14th 2020","Spirit","GODSENT"
"Results for January 14th 2020","Copenhagen Flames","ARCY"
"Results for January 14th 2020","Airborne","Ground Zero"
"Results for January 14th 2020","Renegades","Paradox"
"Results for January 14th 2020","ORDER","AVANT"
"Results for January 14th 2020","ex-Genuine","PC419"
"Results for January 14th 2020","Paradox","Ground Zero"
"Results for January 14th 2020","Renegades","Airborne"
"Results for January 14th 2020","AVANT","PC419"
"Results for January 14th 2020","ORDER","ex-Genuine"
"Results for January 14th 2020","Mythic","eUnited"
"Results for January 14th 2020","Riot Squad","Rugratz"
"Results for January 13th 2020","Nemiga","Defusekids"
"Results for January 13th 2020","Sprout","BIG"
"Results for January 13th 2020","PC419","Incept"
"Results for January 13th 2020","Renegades","ex-Bizarre"
"Results for January 13th 2020","Ground Zero","Paradox"
"Results for January 13th 2020","RED Canids","TeamOne"
"Results for January 13th 2020","Infinity","Supremacy"
"Results for January 13th 2020","Cloud9","eUnited"
"Results for January 13th 2020","paiN","Yeah"
"Results for January 12th 2020","BIG Academy","Tenerife Titans"
"Results for January 12th 2020","eUnited","Gen.G"
"Results for January 12th 2020","Cloud9","Complexity"
"Results for January 12th 2020","RED Canids","W7M"
