"Date","winner","loser"
"Results for November 20th 2020","SG.pro","K23"
"Results for November 20th 2020","OG","Gen.G"
"Results for November 20th 2020","ViCi","TYLOO"
"Results for November 20th 2020","ALTERNATE aTTaX","Galaxy Racer"
"Results for November 20th 2020","Renegades","AVANT"
"Results for November 20th 2020","BOOM","Santos"
"Results for November 20th 2020","9z","Coscu Army"
"Results for November 19th 2020","Budapest Five","Lyngby Vikings"
"Results for November 19th 2020","Winstrike","LDLC"
"Results for November 19th 2020","Natus Vincere","Astralis"
"Results for November 19th 2020","MIBR","forZe"
"Results for November 19th 2020","ALTERNATE aTTaX","Hard Legion"
"Results for November 19th 2020","Giants","Copenhagen Flames"
"Results for November 19th 2020","G2","FaZe"
"Results for November 19th 2020","SKADE","Galaxy Racer"
"Results for November 19th 2020","fnatic","Dignitas"
"Results for November 19th 2020","Giants","Cyber Legacy"
"Results for November 19th 2020","MBAPPEEK","SJ"
"Results for November 19th 2020","Nexus","SG.pro"
"Results for November 19th 2020","ALTERNATE aTTaX","Heretics"
"Results for November 19th 2020","K23","Project X"
"Results for November 19th 2020","TeamOne","New England Whalers"
"Results for November 18th 2020","Espada","Galaxy Racer"
"Results for November 18th 2020","PACT","SG.pro"
"Results for November 18th 2020","ATK","Energy"
"Results for November 18th 2020","Nexus","Heretics"
"Results for November 18th 2020","Giants","ALTERNATE aTTaX"
"Results for November 18th 2020","NAVI Junior","Hard Legion"
"Results for November 18th 2020","Copenhagen Flames","K23"
"Results for November 18th 2020","SKADE","SJ"
"Results for November 18th 2020","Giants","Nexus"
"Results for November 18th 2020","Project X","AVEZ"
"Results for November 18th 2020","MBAPPEEK","LDLC"
"Results for November 18th 2020","GGPR","SKDC"
"Results for November 18th 2020","Yeah","GSG9"
"Results for November 18th 2020","Estral","STMN"
"Results for November 18th 2020","ex-Thunder Logic","Revenant"
"Results for November 18th 2020","Havan Liberty","W7M"
"Results for November 18th 2020","Infinity","Supremacy"
"Results for November 17th 2020","PACT","ALTERNATE aTTaX"
"Results for November 17th 2020","SG.pro","Copenhagen Flames"
"Results for November 17th 2020","Espada","Nexus"
"Results for November 17th 2020","Movistar Riders","Winstrike"
"Results for November 17th 2020","Galaxy Racer","K23"
"Results for November 17th 2020","Lilmix","Cyber Legacy"
"Results for November 17th 2020","SKADE","Project X"
"Results for November 17th 2020","AGF","Apeks"
"Results for November 17th 2020","Giants","LDLC"
"Results for November 17th 2020","Heretics","MBAPPEEK"
"Results for November 17th 2020","Downfall","Fenrir"
"Results for November 17th 2020","Control","Sylyx"
"Results for November 17th 2020","SJ","AVEZ"
"Results for November 17th 2020","Rise","Vaniity"
"Results for November 17th 2020","Havan Liberty","Imperial"
"Results for November 17th 2020","Triumph","TeamOne"
"Results for November 17th 2020","W7M","Paquet·"
"Results for November 16th 2020","Sangal","Lyngby Vikings"
"Results for November 16th 2020","LDLC","Lilmix"
"Results for November 16th 2020","BIG","NiP"
"Results for November 16th 2020","Galaxy Racer","SJ"
"Results for November 16th 2020","ALTERNATE aTTaX","Project X"
"Results for November 16th 2020","Budapest Five","hREDS"
"Results for November 16th 2020","G2","mousesports"
"Results for November 16th 2020","SG.pro","Heretics"
"Results for November 16th 2020","K23","LDLC"
"Results for November 16th 2020","Espada","Giants"
"Results for November 16th 2020","Copenhagen Flames","AVEZ"
"Results for November 16th 2020","Izako Boars","SJ"
"Results for November 16th 2020","PACT","SKADE"
"Results for November 16th 2020","Nexus","MBAPPEEK"
"Results for November 16th 2020","Havan Liberty","Royal Republic"
"Results for November 16th 2020","9z","Isurus"
"Results for November 15th 2020","TeamOne","Rebirth"
"Results for November 15th 2020","SKADE","Nexus"
"Results for November 15th 2020","Gambit","Espada"
"Results for November 15th 2020","flowskola","Galaxy Racer"
"Results for November 15th 2020","sAw","Wygers"
"Results for November 15th 2020","BIG","ENCE"
"Results for November 15th 2020","OG","Cloud9"
"Results for November 15th 2020","Nexus","HellRaisers"
"Results for November 15th 2020","Espada","SKADE"
"Results for November 15th 2020","G2","North"
"Results for November 15th 2020","Gambit","OPAA"
"Results for November 15th 2020","Galaxy Racer","JAMBON"
"Results for November 15th 2020","flowskola","Real Betis"
"Results for November 15th 2020","Virtus.pro","Gen.G"
"Results for November 15th 2020","Invictus","D13"
"Results for November 15th 2020","ORDER","VERTEX"
"Results for November 15th 2020","Isurus","Furious"
"Results for November 15th 2020","OPAA","Invictus Int"
"Results for November 15th 2020","9z","Meta"
"Results for November 15th 2020","Espada","Sangal"
"Results for November 15th 2020","Gambit","Sinners"
"Results for November 14th 2020","SKADE","ROYALS"
"Results for November 14th 2020","Evil Geniuses","Triumph"
"Results for November 14th 2020","Sinners","x6tence"
"Results for November 14th 2020","OPAA","Entropiq"
"Results for November 14th 2020","JAMBON","Lemondogs"
"Results for November 14th 2020","Astralis","mousesports"
"Results for November 14th 2020","Dignitas","c0ntact"
"Results for November 14th 2020","Gambit","NAVI Junior"
"Results for November 14th 2020","SKADE","LDLC"
"Results for November 14th 2020","Invictus Int","PACT"
"Results for November 14th 2020","Sangal","lvlUP"
"Results for November 14th 2020","Espada","EC Kyiv"
"Results for November 14th 2020","ROYALS","wonderman"
"Results for November 14th 2020","Real Betis","Valhalla Vikings"
"Results for November 14th 2020","flowskola","Lilmix"
"Results for November 14th 2020","Galaxy Racer","GoBananas"
"Results for November 14th 2020","LowLandLions","Wizards"
"Results for November 14th 2020","HellRaisers","Secret"
"Results for November 14th 2020","Heroic","NiP"
"Results for November 14th 2020","MAD Lions","fnatic"
"Results for November 14th 2020","Wizards","JoinTheForce"
"Results for November 14th 2020","SKADE","Nexus"
"Results for November 14th 2020","ALTERNATE aTTaX","ex-Mustang Crew"
"Results for November 14th 2020","LowLandLions","Dogs"
"Results for November 14th 2020","ViCi","Invictus"
"Results for November 14th 2020","Renegades","VERTEX"
"Results for November 14th 2020","STMN","OverKnight"
"Results for November 14th 2020","New England Whalers","Secret Club"
"Results for November 14th 2020","BOOM","Neverest"
"Results for November 14th 2020","9z","River Plate"
"Results for November 14th 2020","Supremacy","Loto"
"Results for November 14th 2020","Triumph","TeamOne"
"Results for November 13th 2020","HellRaisers","AGO"
"Results for November 13th 2020","NAVI Youth","Unique"
"Results for November 13th 2020","mousesports","BIG"
"Results for November 13th 2020","Lilmix","Real Betis"
"Results for November 13th 2020","Budapest Five","Izako Boars"
"Results for November 13th 2020","MIBR","Envy"
"Results for November 13th 2020","Secret","Espada"
"Results for November 13th 2020","LDLC","AGF"
"Results for November 13th 2020","Nexus","Singularity"
"Results for November 13th 2020","Astralis","ENCE"
"Results for November 13th 2020","BIG","forZe"
"Results for November 13th 2020","Lilmix","Giants"
"Results for November 13th 2020","TYLOO","D13"
"Results for November 13th 2020","AVANT","ORDER"
"Results for November 13th 2020","Revenant","Heart n Soul"
"Results for November 13th 2020","Vaniity","Veloz"
"Results for November 13th 2020","Rise","Counter Nature"
"Results for November 13th 2020","ex-Thunder Logic","Morning Light"
"Results for November 13th 2020","Havan Liberty","INTZ"
"Results for November 13th 2020","9z","Coscu Army"
"Results for November 13th 2020","River Plate","New Pampas"
"Results for November 12th 2020","Evil Geniuses","Rebirth"
"Results for November 12th 2020","hREDS","Project X"
"Results for November 12th 2020","HellRaisers","Nemiga"
"Results for November 12th 2020","NiP","G2"
"Results for November 12th 2020","Espada","FATE"
"Results for November 12th 2020","Gen.G","OG"
"Results for November 12th 2020","Project X","Izako Boars"
"Results for November 12th 2020","SKADE","Hard Legion"
"Results for November 12th 2020","Heroic","North"
"Results for November 12th 2020","Vitality","MAD Lions"
"Results for November 12th 2020","Virtus.pro","Cloud9"
"Results for November 12th 2020","SJ","ALTERNATE aTTaX"
"Results for November 12th 2020","Giants","Project X"
"Results for November 12th 2020","Izako Boars","BIG Academy"
"Results for November 12th 2020","Giants","BIG Academy"
"Results for November 12th 2020","Project X","Izako Boars"
"Results for November 12th 2020","paiN","GGPR"
"Results for November 12th 2020","Chaos","Rugratz"
"Results for November 11th 2020","SKADE","Secret"
"Results for November 11th 2020","Natus Vincere","Spirit"
"Results for November 11th 2020","fnatic","c0ntact"
"Results for November 11th 2020","Nexus","AGO"
"Results for November 11th 2020","SJ","Farming Simulator"
"Results for November 11th 2020","Movistar Riders","Cyber Legacy"
"Results for November 11th 2020","TIGER","Paper Rex"
"Results for November 11th 2020","Copenhagen Flames","Farming Simulator"
"Results for November 11th 2020","MAD Lions","Dignitas"
"Results for November 11th 2020","SJ","NLG"
"Results for November 11th 2020","Apeks","ETHEREAL"
"Results for November 11th 2020","Farming Simulator","SJ"
"Results for November 11th 2020","Copenhagen Flames","NLG"
"Results for November 11th 2020","SKDC","ex-Thunder Logic"
"Results for November 11th 2020","Yeah","Counter Nature"
"Results for November 11th 2020","Rugratz","New England Whalers"
"Results for November 10th 2020","Sangal","Real Betis"
"Results for November 10th 2020","SKADE","Nemiga"
"Results for November 10th 2020","MAD Lions","fnatic"
"Results for November 10th 2020","BIG","MIBR"
"Results for November 10th 2020","Secret","HellRaisers"
"Results for November 10th 2020","Nexus","Lilmix"
"Results for November 10th 2020","NAVI Junior","ex-Mustang Crew"
"Results for November 10th 2020","Movistar Riders","Project X"
"Results for November 10th 2020","forZe","Envy"
"Results for November 10th 2020","Spirit","OG"
"Results for November 10th 2020","LDLC","Nexus"
"Results for November 10th 2020","Lilmix","Cyber Legacy"
"Results for November 10th 2020","Izako Boars","AGF"
"Results for November 10th 2020","Nexus","Lilmix"
"Results for November 10th 2020","LDLC","Cyber Legacy"
"Results for November 10th 2020","GGPR","Revenant"
"Results for November 10th 2020","GSG9","Vaniity"
"Results for November 9th 2020","AGO","Espada"
"Results for November 9th 2020","Lilmix","Sinners"
"Results for November 9th 2020","LDLC","SJ"
"Results for November 9th 2020","Winstrike","Izako Boars"
"Results for November 9th 2020","Nexus","FATE"
"Results for November 9th 2020","hREDS","TheDice"
"Results for November 9th 2020","Budapest Five","Wygers"
"Results for November 9th 2020","SG.pro","GamerLegion"
"Results for November 9th 2020","GamerLegion","LowLandLions"
"Results for November 9th 2020","PACT","SG.pro"
"Results for November 9th 2020","Giants","ETHEREAL"
"Results for November 9th 2020","SG.pro","LowLandLions"
"Results for November 9th 2020","PACT","GamerLegion"
"Results for November 9th 2020","Isurus","9z"
"Results for November 9th 2020","paiN","Yeah"
"Results for November 9th 2020","GGPR","Rebirth"
"Results for November 9th 2020","Liquid","Chaos"
"Results for November 8th 2020","Complexity","Natus Vincere"
"Results for November 8th 2020","Isurus","STMN"
"Results for November 8th 2020","Lilmix","1ADL"
"Results for November 8th 2020","Entropiq","Pompa"
"Results for November 8th 2020","Baecon","Giants"
"Results for November 8th 2020","SWS","Neverest"
"Results for November 8th 2020","PACT","AGO"
"Results for November 8th 2020","1ADL","ex-Mustang Crew"
"Results for November 8th 2020","Lilmix","Worst Enemy"
"Results for November 8th 2020","Lyngby Vikings","AGF"
"Results for November 8th 2020","FaZe","Vitality"
"Results for November 8th 2020","Gambit","Virtus.pro"
"Results for November 8th 2020","STMN","Loto"
"Results for November 7th 2020","Chaos","New England Whalers"
"Results for November 7th 2020","9z","Isurus"
"Results for November 7th 2020","AVEZ","AGO"
"Results for November 7th 2020","Isurus","Loto"
"Results for November 7th 2020","Complexity","fnatic"
"Results for November 7th 2020","9z","STMN"
"Results for November 7th 2020","Giants","sAw"
"Results for November 7th 2020","Natus Vincere","MAD Lions"
"Results for November 7th 2020","PACT","Izako Boars"
"Results for November 7th 2020","Endpoint","Vexed"
"Results for November 7th 2020","Baecon","eXploit"
"Results for November 7th 2020","Virtus.pro","Espada"
"Results for November 7th 2020","New England Whalers","Secret Club"
"Results for November 7th 2020","Liquid","Rugratz"
"Results for November 6th 2020","FaZe","OG"
"Results for November 6th 2020","Izako Boars","Gaminate"
"Results for November 6th 2020","PACT","PGE Turow"
"Results for November 6th 2020","Vitality","Spirit"
"Results for November 6th 2020","Gambit","sAw"
"Results for November 6th 2020","Secret Club","Mythic"
"Results for November 6th 2020","Meta","Coscu Army"
"Results for November 6th 2020","Furious","Malvinas"
"Results for November 6th 2020","Gambit","Endpoint"
"Results for November 5th 2020","c0ntact","Poland"
"Results for November 5th 2020","Lyngby Vikings","hREDS"
"Results for November 5th 2020","Gambit","9INE"
"Results for November 5th 2020","Endpoint","Sinners"
"Results for November 5th 2020","Poland","Nemiga"
"Results for November 5th 2020","Sangal","Wygers"
"Results for November 5th 2020","c0ntact","Heretics"
"Results for November 5th 2020","Movistar Riders","ALTERNATE aTTaX"
"Results for November 5th 2020","Izako Boars","Sinners"
"Results for November 5th 2020","Virtus.pro","forZe"
"Results for November 5th 2020","SJ","Apeks"
"Results for November 5th 2020","AVANT","Chiefs"
"Results for November 5th 2020","Secret Club","Rebirth"
"Results for November 5th 2020","TeamOne","New England Whalers"
"Results for November 5th 2020","Estral","Atheris"
"Results for November 5th 2020","Mythic","Depth"
"Results for November 5th 2020","New England Whalers","Mythic"
"Results for November 5th 2020","Infinity","Wolves Crew"
"Results for November 4th 2020","G2","Astralis"
"Results for November 4th 2020","Real Betis","Budapest Five"
"Results for November 4th 2020","AGF","TheDice"
"Results for November 4th 2020","9INE","KOVA"
"Results for November 4th 2020","Movistar Riders","LDLC"
"Results for November 4th 2020","G2","MIBR"
"Results for November 4th 2020","c0ntact","Entropiq"
"Results for November 4th 2020","Sinners","Nexus"
"Results for November 4th 2020","Poland","Good Game"
"Results for November 4th 2020","Winstrike","Lilmix"
"Results for November 4th 2020","KOVA","BLINK"
